,Text
18,"She has a habbit of talking about stuff that is completely irrellevent to her subject. One time, in the middle of class, she started yoddeling. I'm not kidding."
19,did you notice how schoen rhymes with phone . she spent half the day talking on the phone the other half talking in the hall
20,He isn't funny at all..but he can't stop making jokes..he also spends 45 min -1 hour on random problems..
98,"About twenty years ago, she had the annoying habit of coming unprepared to class and then winging it. She turned a potentially important Family Living class into Family Laughing."
99,"Mr. Jacoby is cheese, that turkey meatball is a joke all we do is laugh and talk about his love with cheese. No work gets done in that class what so ever. Have fun!


Submitted by a student"
100,When theres no work to do she complains about people talking and then speaks loudly to her husband for half the class on her cell phone.
198,"She would blame the class for being behind when snowdays, 2 hour delays and her neverending demo's were to blame."
199,"She doesn't know what she's doing at all, she just stands there and talks, we had to spend a whole class teaching HER."
200,She needs to spend less time on the computer and more time teaching us! All you ever hear in her class is the beeping of the aol instant messanger.
298,He spends more time looking at his fantasy football games via email than he does teaching class. Mostly we'd watch movies irrelevant to the current cubject.
299,"didnt teach me anything. she spent to much time talking about other things and goes off topic to much.


Submitted by a student"
300,"Do nothing for 3 months, then have a 7 page essay. repeat process 4 times and you have a year in Mr. Prairie's class. He is funny, but shouldnt be paid to sit there and tell us stories about nothing f"
398,"when we just get in the class we get seated in and talk a little but she tells us to be quiet so she can listen to the annonsments and wont let u eat in class beacause ""ITs a LAB"" when everybody knows its a dam classroom. and when class is over she wont let us leave till she is finished talking about this rocket crab. and talks 1 second per hour. and if we pack up when she talks she makes us pull out all our class stuff and write more dumb crab like rockets and plants. ""LIKE WE CARE ABOUT ROCKET


Submitted by a student"
399,I didn't like him at all. All he did was stand in front of the class for an hour and tell random facts (completely unrelated to science) and half of them weren't even true.
400,picks on kids for the most stupid things and wanders off onto unrelated tangents during lectures for days at a time
498,What's with the teaching 4 days a week and having the kids read for the entire period on Friday. Your contract says you should be teaching all 5 days.
499,computer class/yearbook is okay if the computers were working all the time...oh wait this was supposed to be video? wow how could i be so confused?
500,"He talks and TALKS. I mean, when we're supposed to listen to the announcements, he talks about irrelevant things. He gives us work that we might work on for 30 min and that's all."
598,"Spends most of his time surfing the internet or talking about hunting. Only cares about his favorites.


Submitted by a student"
