,Text
18,"she doesn't give you the right answers on the labs, and ends up marking you wrong even when you ask her."
19,"whenever we ask question he will answer it but avoid the real answer or he just says to google it.


Submitted by a student"
20,She never gives us help unless we tell her exactly what it is we don't get. How can we tell her what we don't get if we don't even know what it is?
98,"I can't understand anything he says and he gets his own problems wrong. When I say I don't get something, he just does it for me instead of showing me how to do it. Not helpful at all"
99,"Mrs. Harrell will not help you when asked, instead she will take the self-righteous and at times down-right violent approach of referring you to some vague point at which she ""already told you that."""
100,"You were not helpful to me as a teacher. You did not help me when I raised my hand to ask you a question. You said fix it on your own. You did NOT help me AT ALL.


Submitted by a student"
198,"she makes a lot of mistakes! Someone counted that she made over 100 mistakes in one quarter! One time on the board, she wrote 1, 2, 4, 5, doesnt 3 come after 2?"
199,she is very very strict she will not listin to you no matter what you tell her even if your trying to do somthing to help out
200,"he's always making jokes that make no sense, and if we ask him for help he would say figure it out yourself.


Submitted by a student"
298,"She kind of sucks...instead of answering
your question she asks you questions. She is confusing as hell"
299,She dose not explain everything if u ask her she will tell u to look inthe book she has u writting toooooo much
300,He doesn't teach at all. When you ask him a question he just tells you to look it up and doesn't even answer it.
398,"She gets very off topic. She doesn't know how to explain anything. If you ask her a question she won't know how to answer it. If she tries to answer it, she won't answer your question. She will only c"
399,"She is REALLY irritating and shows way too much favoritism. For example, if we are going over a multiple choice question as a class, she would choose the wrong answer choice and try to convince us it's right. When we start arguing with her she checks the question and it turns out SHE was wrong. Also, whenever you ask her a question she ALWAYS has to ask the other teachers and never gets back to you on it.


Submitted by a student"
400,"She tends to mess up problems a lot and gives out so much homework and she doesnt calrify or help very much and when she asks if someone has a question and no on raises their hands she yells


Submitted by a student"
498,You are tooooooo hyper!! Also whenever i try to ask u a question you just tell me to sit down! You never listen to what we have to say!!!!
499,I haven't learned ONE THING in his class! He always gets off-topic and repeats himself whenever you ask a question. He always tries to make himself have the correct answer...even when he doesn't.
500,"She doesn't teach. She gives it to you to do yourself. She never listens to what you have to say.


Submitted by a student"
598,copies tests from online and admits it.she doesn't know her stuff.we ask her to write notes on the board because we dont understand book and she writes exactly what the book said!
599,"she is the boringest teacher and she just copies everything from book... when people ask her a scientific question, she doesn't know the answer to that"
600,She is wrong a lot and won't admit it. Her tests had a lot of wrong answers that she wouldn't let you change even though her answer was obviously wrong. Hated this class even though I was an A studen
698,"-Rude-Gets frustrated when you ask and he is reading a answer key or attendance-Dismissive, Never knows the answer to a question"" Watch the video or google"" is always his answer--Doesn't understand a answer key or even grade anything.-Overall terrible


Submitted by a Parent"
699,Wasn't too fond of her. She would never help me when I asked questions. She basically wanted me to remember how to do everyithng or figure it out on my own.
700,"consistently unreliable. once you get past the point where you know he won't do what he says he will, then you'll be okay because you'll know never to count on him."
798,Mrs. Geveden is a HORRIBLE teacher! She mumbles too much and you never know what she is saying. And then she gets on to you for not paying attention. She gets mad whenever you ask a question and prett
799,"She sits at her desk all hour and expects you to solve things and figure out what to do on your own. If you ask her what to do because something doesn't make sense, she will just say read the book."
800,"hypocrite, walked away without answering my question and didn't even stop to TRY to answer my question"
898,"all he does is give a WS and leave the room! when you ask a question he tells you to figure it out one your own, even if you ahve no clue!"
899,"While taking a test, simply go up to him and ask if you got a question right, and if you didn't he'll tell you the correct answer. Easy A . He tells you something once and expects you to get it. I did"
900,if u actually listen to what she says its unclear and not intelligent and she never knows what to say to you if you are having a problem in her class i do not like her
998,"Mrs. price won't really help you. If you ask her a question, she'll just tell you to check the textbook or the notes. When a student asks for clarification, it means they don't understand the book or notes, so saying check the notes doesn't really help much.


Submitted by a student"
999,"I asked him for help and he says "" You can view my videos and presentations on my website I dont have time to help you""


Submitted by a student"
1000,This teacher can't ever admit he is wrong. He claims he has done things with us when he hasn't. He often tells us of tests and quizzes the day before.
