,Text
18,Just not fun at all... Doesnt really teach you much and just makes science not fun at all...youre in for a long year
19,I really really dislike this teacher. I did learn stuff but not as much as I would in Mr. Rubins class. Shes monotone and boring. Zzzzzz
20,we all ready learn bout the nutrition stuff in mrs. knoxx we shouldent have to learn it from u again and anyways nobody remmebrs anything u say
98,"He is very boring and even has a monotone, sure it can be funny when he pokes fun, but (yawn) his class is pointless."
99,Mr. Patton didn't teach us anything besides the fact that book reports mean work and that movies are fun! It was incredibly easy.
100,Never teaches us anything. I havn't learned anything in her class. The only thing I learned in her class is that she stalks Gustavo Dudamel.... Dudamel... watch out for MRS. RIVERA..........
198,...Not the best class. You don't do anything except watch movies. He doesn't even know how to teach. You don't learn anything except sleeping in his class.
199,He's hella mean but hella funnie too. He don't really teach but his class is pretty easy. He is caring too so over all he's koo.
200,The class was very boring. It was coping notes for 90 minutes day after day. I just read the book and learned than in the class.
298,"It's been 3 weeks and ive learned a lot in all my other classes except this, chill class but this dude doesnt teach you anything.."
299,"This guy is boring, he is the most boring guy ever and all I learned in his class is that he is an boring. I usually just doodle because I know all the stuff he teaches already, he never catches me ev"
300,i hate her class. it is so hard it's not even funny. her voice is so monotonous and i almost fall asleep in class every day
398,not in shcool and is too easy we get away with anything everyone cheats in her class its not fair to me
399,"Her class is easy, especially if you're a girl. She is a flake and you want learn anything from her class."
400,he listend to weird music and didnt really do much. his class was easy to get an A in. Yea thats all.
498,"She is really easy can't get control of her class and it is super easy to get an A


Submitted by a student"
499,"If you want an extremely easy class, then you should definitely take her classed


Submitted by a student"
500,"Maybe it's just because I don't like science, but her class is unbelievably boring. It's the same thing; every day. Ugh."
598,"The class is really easy because there is a ton of extra credit and the material isn't bad, but she doesn't actually teach anything."
599,"he doesnt teach and you dont really do much of anything in his class, but once in a long while he likes to throw work at you without notice"
600,"She has NO rules basically. You can do WHATEVER you want. I didn't do ANYTHING but disrupt the class and use my phone and never once has she said anything. Class is unruly, you won't learn a thing."
698,i learned stuff but he never taught me anything just maps and books and movies. he just told us where to look
699,I had a lot of fun in this class mostly becasue of my friends in the class but she is a very interesting woman. Very weird but i enjoy her. Not a good teacher though
700,such a pushover i didnt do a thing & if i actually do participate he wont let me do a thing. didnt learn a thing.i learned more from ms johnson & she just sits behind a desk
798,she actually doesnt give that much homework its pretty easy you know what to do. but u don't really learn anything in her classes and shes not funny at all!itsevenworsewhenshes in a badmoodandshetries
799,her classes are so easy. she never actually reads anything you hand in. but her stories are such .... she makes too much stuff up. and she's very conservative.
800,"um she was not smart at all. we never did anything in that class. and after the entire school year, she still NEVER learned my name. it was ridiculous."
