,Text
56,I HATE HER! i learned nothing in her class and now i am struggling through honors classes in the high school and i have to catch up for all of last year
113,"90% of the class is about himself, 10% is about physics. I learned more teaching myself than in his class. Unless you want your GPA to suffer, avoid his physics class at all costs!! It's sad that he is the only physics teacher in Gab. This guy should be fired and replaced,"
170,"I believe this is referring to Chris Barth. If so, the only thing you'll learn from his class is how to color. Total waste of a year."
226,"ok, I learned nothing in this class and it was a waste of time. you have no clue how much I wanted to be transfered out of it. complete waste of my life."
283,Sometimes you just wish you had never taken a class since it was a waste of time. This is one of those classes. I did learn what melancholy meant. That's all!
340,"Worst teacher in history. If you want to have easy A, take Smryl's AP Physics Class. Don't take regular, because there is no difference between the two classes."
397,"""Honors"" isn't ""A.P.""!!! seriously, ten-fold harder than last year's honors class...you really must be dedicated to ONLY ENGLISH if you want a respectable grade"
453,She does not do what she says she will. I did not learn anything from her the entire semester.
510,"she screwed up my schedule literally 4 times in 1 yr and signed me up for classes i didnt want and claimed i wanted them and before looking at the card, she made it seem like i hacked the comp 4 them."
567,She's a terrible teacher. If you get her you should transfer out unless you want a long and stressful year.
624,"Ms. Castle gave up on me. I was in her AP Chemistry class, and seriously could not learn anything. And I'm usually wonderful in science. Now in regular Chemistry with a different teacher, doing great."
680,you dont learn anything and she's oblivious to the cheating on tests that happen in her class. the class is so far behind in history compared to other classes
737,"Mrs. Riley(Zinger) was nice, but she was a God awful teacher. I had her for two out of the 6 english classes I took at York and hers were the only classes in which I got low B's/high C's. In fact, having her my Junior year ended up discouraging me from taking AP English. I showed my essays to my English teacher this year and she pretty much called me an idiot for NOT taking AP."
794,i learn nothing in her class....half the time i have to go on youtube or something to learn the material......
850,"The class equivalent of a string documentary, of which he actually showed in class"
907,i didn't learn very much in his class we spent too much time talkign about the holocost and it is depressing. i wish he challenged me more. it was fun though.
964,"during history, we take about 15 minutes of class time to listen to the news. we should be using that time for actually learning curriculum hence why we are behind other history classes. personally, i learn nothing in that class. i learn about how great his psychology class is and listening to songs from the 1900s."
1021,She doesn't understand that she has level classes and makes it PRE-AP English
1077,he is a very unhelpful teacher and actually does grade unfairly. There is nothing uselful anyone can learn in his class.
1134,YOU BETTER LOVE VISUAL BASIC AND USING TEXTBOOKS CAUSE THAT'S ALL YOU WILL DO IN THIS CLASS
1191,"The class was too easy. I didn't learn anythning the whole year. I agree with below, she just googled assignments. Nothing her own. Pretty much a study hall. Do NOT take business with her if you actually want to learn."
1248,"Who ever is in his class. You better get extra help on English, cause You wont learn anything from his class."
1304,"I hated the class when I was in there....but looking back, it was by far the best class I've ever taken at Garfield."
1361,"Not very helpful. his classes are more exercises than actual teaching. i learned nothing during tham, except for stage combat second semester..."
1418,She spent literally an entire six-weeks complaining about what bad students we were simply because a few kids in the class could not understand the material. Bi-polar. Avoid at all costs... for sanity
1474,she didn't teach us at all. i am sorry that mrs. vuko had to leave. my freshmen year should have rocked. the class was wild and nothing was accomplished.
1531,"ill put it this way. time spent ""teaching us"" about europe-100% amount of europe questions on the exam-10%"
1588,"one of the easiest, most pointless classes ive ever taken...she has no control over classes and she seems to hate me just beacuse i have an A+ in her class..."
1645,"DUARTE IS DEFINATLY THE WORST TEACHER INSCHOOL, I LEARNED NOTHING ALL YEAR AND DEFINATLY DOESNT PREPARE YOU FOR HONORS Bi learned more about tatoos and rugby than math last yr!"
1701,She had no idea what the heck she was doing. She kept experimenting pointless projects that wasted time. I learned nothing.
1758,"Great guy, funny to talk to...out of class! Not the best AP teacher, advisable to transfer out of his class regular or not."
1815,"Kirby has definitely created a legacy for himself. My older brother despised his class as much as I did. You learn nothing, and it's WAY to cold in his room."
1872,Doesn't prepare you whatsoever for college. I had to start over from scratch after I spent the first year finding out that I wasn't ready for the classes I should have been.
1928,Unless you are planning to be in the plays or musical drop this class ASAP!!!!! He is horrrriiiiibbbbbllllle!
1985,"she was soo mean to me and my friend. if you get this teacher, it would be worth switching classes because Mr. Tuomi is SO much better!!"
2042,"dont listen to all these people. she may be a good person, but her class is all busy work. YOU LEARN NOTHING! its is a waste of time and will ruin your life"
2099,"at first it was nice to have basically a free period in the middle of the day, but by 2nd quarter it was a huge disappointment. She doesn't realize the entire class takes advantage of her, it got to a point where everyone was getting passes to lunch or bcc. Switch out if you want to learn something."
2155,"I hate her! I've had SO much trouble dealing with her that I'm transferring out of her class at the end of the semester, and even though that means I will go from IDS to Regular."
2212,ive been in her class for a week and im already ready to just request a class switch. shes ridiculously boring and her voice is shrill it drives me nuts.
2269,"It's the easiest class ever, but that has nothing to do with the teacher. it's the most simple class with the most simple minded teacher. A one time she spent 7 minutes trying to get us to save a physical piece of paper to our documents in the computers. At least it's an easy A"
2325,She hates everything especially freshman i seriously hope i dont have her for english next year. everyone even skips her class bc of her. I didnt learn anything in Advanced Communications.
2382,"He may know about physics, but he is absolutely useless in explaining it. His exams cover things that we never went over in class and the entire class feels entirely unprepared to take the AP tet"
