,Text
59,"she talk wwwaaayyy 2 much!thing is,nobody EVER listens to her. 4 her class,we had 2 sit in the cold 4 most of the classtime! the class is about p.e.,but she all she does is lecture us. She'also obssessed in the asthma walk."
119,"she made no sense. she laughed at herself and talked about nothing the whole time. she was funny, but everyone in the class didnt get her."
179,mrs. flarsk is so funny. i spend the entire class laughing at her not doing my work. you could throw a desk at someone and she would not notice. total screw off class
239,MMMk MMMk she microwaves her coffe the whole class period and has no clue what she's teaching!!! its all busy work!!
299,mr daley duznt teach he sits around and talks about his imaginary girlfriends and frogs and he occasionally falls asleep in class(no joke)
358,"She made us be quiet by yelling at us and telling us if she strained her vocal cords, she'd throw up..."
418,Beverly Is a nice women that talks a lot but sometimes the talking gets out of had and she talks the whole time or would surf the web.
478,"she's extremely annoying, all she ever does is tell random stories about stupid stuff, and her class is VERY dull... horrible teacher."
538,he is a ok teacher...he talks very fast...plus he talks about some odd things...mostly he likes to tell jokes that is the only one laughing at...i have him this year...2006
598,when mrs trenery takes us to art class they talk for an hour in her classroom and leave us standing in the hall its really boring and we never finish ANYTHING
657,hes so full of himself. all he does is talk and we don't even learn anything.we dont have any time to play the sports cause he spends so much time talking about himself.
717,"All he talks about is his kids, and he has no idea what he is talking about. I didn't learn anything in his class, at all."
777,I can't tell if she is joking or being for serious. She made me sit outside the room cause i didn't have my work done but it wasnt due for 2 days!!!
837,She knows what shes doing but rambles on to much on weird stories and other topics not concerning chem
897,she is the worst teacher ever i cant wait till i am done w/ her stupid class. P.S. your not gonna save those stupid trees too many people dont care!
956,She has no idea what she is talking about. She is not funny and not knowledgeable
1016,"He is clueless to what goes on in that class. He doesn't teach at all. ""Help call EMS - it's 911"" NO DUH"
1076,"She has no idea what is going on in the class. It's so pointless. I doubt she even knows what comes out of her mouth half the time. It's sad because she is nice, but for whatever reason shes just incompetent."
1136,"never allowed any type of group work or class time to work on things, we just listened to her lecture and repeat herself."
1196,"Does not let me stand by the door before the bell rings, she is always telling to do stuff, she is not fairdoes not let me sit in the teachers chair,"
1255,this lady is annoying. if you eat in her class she'll take it away then you'll find the rapper on her desk the next day.
1315,"A joke, doesn't teach. He lets numerous kids and baseball players that do not belong in his class skip to his class during class hours. I got an A yet i didn't do any work, only because i was a girl."
1375,talk way to much about her personal life andd is annoying. Yea she needs to answer questions and not freak as much. WE DONT CARE ABOUT UR PERSONAL LIFE
1435,he is a teacher that you the whole class can leave the room and he really DOESNT notice. he's at NW now!
1495,she doesnt teach at all. she just sits around and talks about her cousin mikky and her trips through barceleona. hate her and she contacts ur parents and says inncorrect things
1554,"Dr. Healy Wow, All we do is sit in class and draw and listen to him talk about how proud he is of all his art and him telling us not to bother him while he is painting. Lets just call him ""different""."
1614,"ok... the real question is, where 2 sit .She talks so loud that if you sit in the front, youll go deaf, but if you sit in the back, u cant read her microsopic overhead projections."
1674,She is not a good teacher. She spends more time talking about useless things and not even touching on S.S. im very unhappy to have her as a teacher.
1734,"Linley is...very boring. he doesn't explain anything, skips around, and everyone zones out because he just goes off on his own little thing all the time."
1794,"the only good ratings for this man are written by him, now thats depressing. and how come he can joke but when we talk he attacks us?"
1853,"Ethically, she has some issues. She spends a lot of class time calling radio station contests on her cell phone."
