,Text
26,"she has her favorite students, if you are not one of her favorites then she won't pay attention to you"
53,"Too moody, doesn't care about the choir at all. If only she cared more, then we'd be a much better group. Often plays favortites, and doesn't teach much at all."
79,"Wow, she plays favorites and is the most BORING teacher EVER. And she plays favorites. Oh, did I mention she plays favorites?"
106,You should really stop playing favorites with the popular preps of BHS. Its not fair to the rest of your students. Your favoritism is so obvious. ZORRO
133,"She's nice, but picks favorites! The only way you can have a good part in the play or get her to pick you for something is to be her favorite. It's so obvious and I understand when people subconsciously pick favorites but it's just so obvious!"
159,"Let's just say that she wasn't one of my favorites. It was obvious who her favorites were, and she just kind of put everyone else aside. She's very unclear."
186,He has his favorites. Everyone knows it. If you are his favorite you can get by with anything. There's definately a difference in the way he treats us students. He is UNFAIR!
212,she was the principal there and when i and a few of my friends were badly bullied we were completely ignored.
239,"AWFUL! she is immature, she sucks with kids, and she is practically untalkable to. i love spanish, but my year with her made ne forget that."
266,"She is a fave picker and doesnt let other students be dancers, or have main parts. we only get 2-3 lines."
292,"i signed up for intermediate guitar, what do i get!? when she tuned my guitar, my guitar was more in tune with no strings and after my obece sister sat on it"
319,"i think your policies are totally out of line, i dont think your a good teacher, you are unfair you definatly choose favorites and it shows alot in the way you talk to people."
345,He is the worst teacher I ever had. His grading system is messed up and his favorite students are at an unfair advantage while giving everyone else a disadvantage.
372,"Mr.Thomas, if you would pay attention and not ignor your students when they are tryin to help maybe the band would sound so bad and the choir would sing better."
399,"Cook is ok as long as you can play well. Yea, he does favor his better players a lot more, so PRACTICE!"
425,"I didn't have her as a teacher, but from what I've heard is that she favors certain students and let's the popular crowd take over the yearbook. She likes things her way."
452,"My experience with him was very different from most raters here. I found him to play favorites, joking around with some students while being short with others. It's hurtful and I will always rememebr"
478,ms blauvelt made my life a living hell at porter. she definitely chooses favorites and if your not one of her favorites you are going down ?????
505,Totally played favorites with some students more than others. It got so bad that several people transferred out of the class.
532,Mrs. Paris is mean and isn't helpful. all she does is pick a side( part 1 or part 2) then complain about it.
558,I don't like Mr. Rink. He is to hard he favors students and he picked on me because I didn't practice the clarinet.
585,she does not talk to students. it is obvious that she likes some more than others and grades according to who she likes
612,"Bad teacher. His pompous I'm-better-than-everyone-else attitude is unbearable. He's not even that talented at music, which shows while he's trying to teach."
638,"Mean and uncaring. Is only nice to students she plays favorites with (jocks), all others she is unfair and cruel to."
665,worst teacher i ever had...biased...unfair...definitley plays favorites...verbally abuses students for no reason...she even verbally assaulted my mother over the telephone...WITCH
691,Another one of the faculty members that likes to gossip. Has her favorites...play softball and she will love you!
718,all he cares about is that we are good at the concert he does not care what we think or if we are having trouble with our instrument
745,She seems very picky and choosy... she doesn't like a lot of people and plays favorites. I don't enjoy her class even though I love playing my instrument...
771,agreeded but she can favorite some kids.......ask her a question once and only once though or erm yeah just dont
798,He makes fun of me almost everyday. he definitly pics favorites and basically every high school girl is on his favorites list hmmmm. and he is super lazy
824,"Studying makes her tests easier, but she does practice favoritism. Sometimes some people will get better grades than others or will have more privileges just because they are in Math Elective."
851,"Mr. Rondina is a good man and definitly knows a lot about music theory and piano, but his choral and vocal knowledge is questionable."
878,"Not good. Not as smart as he thinks he is. You will do well if you attractive, female, and a cheerleader."
904,he def. has his favorites--its hard to predict who he will take a shine to--he is known for riciculing quiet and shy students--you're right--he IS pompous
931,"He dosent listen to his students. All he cares about is stupid jazz music and his jazz band. Coming from Fuhrmann, Mott's band is just stupid. Its no wonder why a lot of students end up dropping band."
957,Unless your a favorite you don't do well and she judges speeches professionaly instead of on a high school level
984,Putnam can be tempermental and plays favorites...which I think is real lame. He makes people feel stupid and is allergic to bananas...
1011,"definently the worst teacher i have ever had, she plays favorites, and if she doesnt like you she will make it a very hard class to get a good grade in. i do not reccoment this teacher."
1037,"She is not a very good teacher and plays extreme favorites on certain people. When choosing people for the play/musical she closes the ones that can help her the most ranging from who can provide money for it to who can build things for the set. She never actually chooses on real talent as seen in her last musical, she choose someone since their mom could provide the the theater department with funding. Overall I think she is unfair and in general a bad teacher. Would not recommend!"
1064,She totally chose favorites and hated anyone who deny agree with her or who wasn't in cheer
1091,there is only one way to do things and its HER way. Doesn't care that photography is about being original. Dislike her. She loves herself.
1117,"She plays favorites and can be very demanding, especially of string players. She also has frequent mood swings... She needs to realize music is not taken seriously by many students in her classes."
1144,"No offense to him, but he shouldn't be teaching theatre. His directing is insulting, his choice of plays is terrible, and he has less experience than most of his actors."
1170,WORST TEACHER AT LANE. not fair that she favors the kids who ALREADY KNOW spanish. you will study your butt off and it will never show in your grade.
1197,Mrs. Rimm plays favorites. She is VERY raceist. Not good if your a teacher. She compalins WAY TOO MUCH.
1224,"I quit band, never liked him when I was in band and i don't care for him now. Way too weird, strict, made me hate band and my instrument."
1250,from a person who doesnt talk alot i noticed that mr. ross is extremely unfair to some students who act no differently then the rest of the class. he needs to be more fair
1277,"shes nice, but don't be fooled. she has a sneaky way of playing favorites and loves to get kids in a lot of trouble"
1303,"umm very mean, harsh has favorites gives them 5 chances and the other kids 1 chance it is ridiculous."
1330,"She is passive aggressive, and a really bad grader. I got good grades in her class, but my friends who did equal quality work did so much worse than me. She made 3 people cry in my class. She clearly picks favorites."
1357,Probably my least favorite teacher Sophomore year and definitely my least favorite history teacher ever.
1383,"Blair is the problem with our music program at LC. I had her for orchestra and she is the reason I stopped doing something I loved. Can't even compare her to Bart (sac teacher). I got worse, not better, throughout the year. Good at choir, bad at orchestra."
1410,In my experience Valdez is a teacher who clearly plays favorites with her students and even with certain instruments. She does not develop musical theory skills and spends most of her time getting off topic and telling stories.
1436,"He's probably the worst teacher I have ever had, he completely ruined me on music, and my passion for orchestra. He's verbally abusive, and has a cold heart."
1463,He is a horrible teacher and puts down his students. There is no way anyone could think is a good teacher. He should at least praise!
1490,She can be moody but overall good. she often shows favoritism towards girls and A students her projects are fun and can go off track
1516,who cares if he played for the unc basketball team if he was so good then why is he a teacher! he is so mean and is really weird with girls!
1543,uum...idk wut to say about him...he give the worst singers parts in plays...and the actors absolutely stink
1569,"She only thinks about herself. She expects the students' lives to revolve around Choir. Even if you're dying, you can't skip Choir on the day before a performance."
1596,"i dislike her sooo much! she plays favorites and makes the non-favorites cry, and when they're crying, she yells at them more!she does'nt belong in a classroom!"
1623,"Her peso system is frustrating. Basically you need 5 pesos for the vocal part of your test. The way to get these pesos is to participate. I'm fine with this idea but she executed this process in the worst way possible. She picks the same students over and over again and even if you do participate, you only have a 20% chance of getting a peso. I don't care about her singing, but letting only a select few students get called on for peso questions everyday is unfair and biased. Worst teacher so far"
