,Text
99,She is a horrible teacher. She makes it her job to make your life worse and not teach you anything. I don't know what made her want to become a teacher.
199,"Worst teacher ever...No one deserves to go through that hell...take my advice, drop it while you can!"
299,This woman is looney tunes. I pray she doesn't return to Webster for another year. She is unquestionably the worst teacher I have ever encountered.
399,"I learned more from the book than I ever did him. He had a personal vandetta against me and even though I had him two years ago, I still despise him. He's a terrible excuse for a teacher and a human being."
499,Honestly one of the worst teachers I've ever had. She doesn't know anything and won't admit when she's wrong
598,She has no business teaching. She literally ruined my child's entire school year. This teacher does not know the meaning of communication. The only truly lousy teacher I've known.
698,i've never had a worse experience in my whole entire life. she doesnt have a scoring system or do grades correctly. easily the worst teacher that i've ever had
798,"Worst teacher I've ever had, hands down. I absolutely hated her. Didn't learn anything. If you get her try to transfer out as soon as you can!"
898,steven appleman is a horrible teacher absolutely has no control over a class school probablly picked up from off the street like they do with these english teachers
998,"with all the respect he deserves, hes the worst teacher i have ever had in the 6 years living in the u.s.. is my honest opinion"
1097,words cant describe how terrible this teacher is. easily the least knowledgeable teacher ive ever had. do NOT reccomend this teacher
1197,"Bad psyche teacher, worse history teacher. Got fired because of that then re-hired because we needed a psyche teacher"
1297,"This man is the worst teacher i have had in the 11 years of my school career. Not only does he not know how to teach, but he's rude and makes his students feel inferior to him on a daily basis."
1397,"She's a horrible teacher. Rising juniors, please switch teachers if you get her on your schedule."
1497,Worst teacher (and not just math teacher) I've EVER had. It's funny how buddies of mine who did not even have her liked her even less than I did. She's a real testament of bad teaching at MHS.
1596,TERRIBLE WORST HORRID HORRIBLE I am so glad you are NEVER going to be my teacher again! TEACH it is right there in your NAME Duh TEACHER.
1696,"she hands out packets which we have no idea to do and its very confusing because she doesn't teach us anything. 2nd worst teacher in the school. she is also very mean, and always in a bad mood. 100% worst class ever"
1796,"Annoying, because she does not help her students with anything!!! She is very unhelpful!!!!!!!!! She is the worst teacher in the school!!!!"
1896,she was the worst science teacher i ever had.....i didnt learn anything about science in her class!!!!!!!!!! I HATED THAT CLASS!!!!!!!!
1996,She is the worst teacher i have ever had. She doesnt teach us anything and then gets angry when we dont understand. i will not be suprised if she is fired
2096,Just a bad english teacher in every way. I feel bad for you if you get her
2195,"Mrs.Linford is the last teacher you'd want for 7th grade science. She doesn't teach at all!! She gives you a packet and says DUE TOMORROW, and thats all she does, WORST teacher I EVER EVER HAD!!!!!!!!"
2295,Worst teacher I have ever had. She told us in class she didn't know how to teach us statistics and I've tried transferring because of her attitude but I wasn't allowed. I'm sorry if you are forced to be he student.
2395,I can't stand his teaching methods and he doesnt seem to know what he is doing. He was the worst teacher my son had ever ever had.
2495,HORRIBLE TEACHER!!!!!!!!! worst teacher i have ever had..... she doesn't explain anything and is really mean and gets mad too easily
2595,u think ur super duper but ur really the worst teacher... no wait that was mean u cant take mrs B's worst teacher place UR THE WORST MALE TEACHER AND SHES THE WORST FEMALE TEACHER
2694,He is the absolute WORST teacher ever!!!Im not in his math class but people say they dont learn a thing.History has never been so boring and uneducational. I cant believe he is still teaching.bye bye!
2794,She honestly sucks at being a teacher...I have had 5+ different Spanish teachers and she is by far THE worse one I have EVER had. She should not have the ability to teach. Especially with the way she treats her students.
2894,This teacher is terrible. She plays favorites and does not teach spanish well. One of the worst teachers I have ever had.
2994,"Fris has literally no idea how to stay on topic at all. he is super unhelpful as a teacher. if you get him, SWITCH CLASSES."
3094,"I'd say that he's the worst teacher I've ever had, but then I'd have to call him a teacher. What teacher refuses to answer questions? What teacher talks on his cell when students are testing?"
3193,"Honestly one of the worst teachers at Langley High School. She made coming to class, even when we were not going to do anything, seem like the worst thing possible. Off topic, not knowledgable, and completely inconsiderate. Does not care about her students."
3293,"she is teh sweetest woman you will ever meet, but the worst teacher you will ever have. and she is really annoying."
3393,"I think she's nice, but a terrible teacher and grader. This is the first time in all my school life that i'm sturuggling with English! :("
3493,one of the worst teachers i have ever had. she doesnt know what she is doing and she has no control over her classes. she isnt qualified to be a teacher in my book. wastes class time and is just not g
3593,if i only had to know about sig figs in science then she would have been a good teacher and i have never been more confused in my life in a class then i was in this one. what is a quia?
3692,franz is an awful teacher who doesnt explain anything who sits around all day and tells us to teacher ourselves!
3792,"Probably the worst bio teacher at RM behind Mr. Wright. She doesn't teach very well, and seems almost incompetent"
3892,Mrs. Dunn is the coolest teacher but she is the worst teacher in the entire scholl but shes so nice that its easy to pass her class
3992,worst teacher i've ever hadd. she teachers things way too fast & doesn't care if you understand it or not
