,Text
143,Very poor attitude with students. Becomes angry easily and singles out students for mistakes. Loves to condescend. Several parents have had meetings with this person and no changes.
287,"Terrible teacher, does not care about students, would take off points for no apparent reason. Makes assumptions and has very linear mentality."
431,I have tried to contact this teacher 3 different times and there has been no response. She refuses to communicate and I am a very unhappy parent.
575,This teacher is a u know what! She doesnt care about her students and she is a very rude person! She never helps her students & makes them have low selfesteem!
719,Ms. Stubbs is a insufficent teacher and is not capable of creating a safe and caring environment for the students she teaches. Please do not get the idea I don't respect her because the state of her
863,"As a parent I feel that Ms. Alemany should choose another profession. She is inadequate as a teacher, who does not care about her students."
1007,This is the only teacher my child has ever had an issue with in 11 years of schooling. She has zero compassion for students and their personal circumstances. She is unwilling to adjust her approach to a way that child might learn more effectively. My child and I have both reached out to her to try and get my child the extra help to succeed and she refused. This teacher marks assignments as zeros for my child when they are complete & correct because she assumes they aren't before checking.
1151,Janet Payne has no tolerance for less than perfect children. She uses harsh words shouted in their ears and belittles infront of the other children. Unless your child is stellar in the classroom bewar
1295,"Very unhelpful, makes students do everything on their own with little support, believes they should do everything themselves."
1439,Fred is a knowledgeable teacher but is not helpful or clear in his instructions and meetings.
1583,I am very unhappy with the lack of professionalism here by the faculty nd the things they say. (Especially this one)
1727,"My child comes home every day, in tears, bawling on my shoulder. Carol Ward is an awful teacher, with no respect for her students. The homework they are required to complete each night, in such little time, with no explanation of how to do so, is unbelievably unacceptable. This problem should be resolved VERY soon."
1871,"Mrs Yetto has turned more students off to music than she will ever inspire. She uses bullying and fear tactics as instuments of ""education"". She does not provide substantive instruction or materials."
2015,Certainly one of the best teachers Westlake has to offer. If you want your child to have a great kindergarten experience I recommend him!
2158,She cares to much about sports and does not recognize excelling students but rather those who bring home sports trophies.
2302,she doesn't respect students so she doesn't get respect back also she doesn't care about teaching anyone
2446,He was condescending to the students. At one point verbally abusive to a student to the point the student withdrew from the class. At the end of the semester most of the students had withdrawn. The principal defended him even though there was evidence of the verbal abuse (statements from other students). I would recommend him for no teaching job.
2590,you need to be more considerate of your students treat us with some respect then maybe students will like you!
2734,"I'm a Parent of an Honor student.. my son didn't tell me until the the end of the year that Mr. Arroyo's teachings were slightly unethical.. his constant taunts and sarcasm towards his students were very insulting and undermining.. at first I said to my son,maybe it's you being too sensitive, but after speaking to several other parents they agreed and were so dissatisfied with the way he taught. He would tease, taunt and sometimes make fun of his students. he's only nice to his baseball team.."
2878,"Verbal and written communications sent home to parents are extremely condescending. Never had a problem with my kid enjoying school until her. I've never met a teacher so rude and talks down to parents if things are not done her way. Everyday my kid comes home I hear stories of how Garcia has yelled at them and made the entire class run for ""talking"". The environment for children especially small children should be warm and welcoming not hostile. In a nutshell no I would not recommend her."
3022,"she is friendly to popular kids, and helps them more than she should, while ignoring her own students."
3166,She is not meant to be a principal. She does not know how to deal with certain situations at all. When students try to express themselves to her she does not try to hear it. Instead she makes assumptions and does not give the right information. I believe she is not eligible to be dealing with students our age.
