,Text
89,The class would not be that bad if he actually taught and we didn't have to teach the material to ourselves every night.
178,He puts stuff on tests that were never in our notes. I am wondering HOW ARE WE SUPPOSED TO GET THOSE QUESTIONS. i wonder why everyone is failing his class...
267,"If you memorize everything you should be fine but once she gave us a quiz on something we hadn't even studied. Also she goes off on random tangent-lessons that have nothing to do with anything. Nice, but expects too much."
357,Very easy class but don't expect to learn anything. Lots of busy work. May have difficulty on exams because she has not taught what is on it very well.
446,"If you get Mrs. Boyle as an AP government teacher, either switch your class or teach yourself, because you sure aren't gonna get taught anything by her."
535,"Busse expects you to read the chapters he covers, but he won't tell you that. He doesn't teach you everything on the test. Read the book and you will pass his class. Inappropriate and funny. Good guy."
625,He does not explain anything and do not take a class with him. You will be very frusturated because he never knows what he wants.
714,SHE DOES NOT TEACH! She expects us to know everything so we all fail our tests which has nothing on it that she fought us.
803,"she tells her students to go home and take notes, then we come to school and take more notes...she never teaches anything"
892,had her for frosh sci AND h. bio there is no way i will ever take any other class she teaches no matter what
982,I feel that you explain unimportant materials when you teach but then you give us test and its on things you barely covered
1071,"She doesn't help anyone in my class learn and her lessons are repetitive and boring. In her class, we have never done anything except notes and tests."
1160,"don't take an AP class from him. He doesn't teach he just gives you the book and basically tells you to teach yourself. He's a cool guy, but a bad teacher."
1250,"i wish helen vendler was never even born, would have made this class a lot more tolerable. he doesn't prepare you adequately for the AP test and just gives you a lot of busy work. you have to prepare"
1339,"Absolutely horrible. 60% of my class has a failing quiz grade and nobody has an A. Quizzes are completely irrelevant, she doesn't teach anything, and all the projects are stupid, useless, and a waste"
1428,"She ""taught' science, but didn't reallly know any phys sci (just some bio) and didn't care enuf to learn so she could teach us even tho that was part of the req. lessons."
1518,My personal experience that I had was that this was the worst teacher I have ever had. I got a b just barely in her class after 2 hours everyday of studying for her class. The way she teaches is useless. I know people that have a 4.4 gpa and struggled to get a b in her class. For example one week I had 3 quizzes and a test and every study guide she gave you there was no answer key then she would put other randoms stuff on the tests and quizzes that were not on the study guides
1607,"easy class if you're self motivated, she teaches nothing; wait for Coach Tonn next year and he'll teach you what she fails in"
1696,"He doesn't teach his students. He expects all of his students to understand the things he teaches when he doesn't teach it at all. If a student asks a question we walks away and ignores the students question. When he gives a big test he only gives one or two days notice, and no study guide. The test are 80% made up of things he never taught and while the things he did teach are barley on the test."
1785,"Is funny, but not a good teacher. Most students dont pass the AP exam or barely will. Doesn't give you enough information to actually pass the tests. SWITCH OUT."
1875,"He doesn't ever actually teach us, but he expects us to magically know the information. He never goes over homework problems, and he gives tests over things we haven't learned."
1964,those who like her because she never teaches in the class; always off topic; I put on my headphone on for the whole cycle and she never noes; worst teach I had
2053,"didn't teach anything, had terrible subs the entire year and told us to not study for things that were eventually on the ap exams!"
2143,"Not a good teacher, doesn't teach you anything from what will be on tests"
2232,"Not sure if shes a teacher, she doesnt teach during class and you have to learn most of the information on your own, she offers retakes and extra credit for almost every test and assignment because the class average is sub 70% every time. She changes quiz dates often , and without notice, as well as assuming that you know most of the class information coming into the class"
