,Text
37,"Do not, under any circumstances, take her class if you actually have some desire to learn chemistry. You'd learn more in a level 2 class, all her class will teach you is to hate chemistry"
75,I honestly feel that a skipped sophmore year English because I learned virtually nothing in that class.
113,"90% of the class is about himself, 10% is about physics. I learned more teaching myself than in his class. Unless you want your GPA to suffer, avoid his physics class at all costs!! It's sad that he is the only physics teacher in Gab. This guy should be fired and replaced,"
151,"her class was a waste of time.and i was in ap.we learned nothing b/c she taught nothing.if i hadn't had ms allan, i'd be scared to death of college."
189,I learned nothing in his class. Everything I learned was on my own time. Being in class was a complete waste of time. I actually think I would have learned more not being there.
226,"ok, I learned nothing in this class and it was a waste of time. you have no clue how much I wanted to be transfered out of it. complete waste of my life."
264,She had no organization to her class and lost papers all the time. The other English classes learned so much more than we did. I hope I don't flunk out next year after having her.
302,I am pretty sure teachers are supposed to TEACH you. I was looking forward to this class the entire time I have been at East Lake and now that I am this class it is a complete disappointment. A waste of a class.
340,"Worst teacher in history. If you want to have easy A, take Smryl's AP Physics Class. Don't take regular, because there is no difference between the two classes."
378,"By far the easiest class I've ever had, a disappointment since it was supposed to be the most advanced English class at B'wood. She taught us nothing, and showed considerable favor to the males."
416,I had him for AP Psychology. He isn't helpful at all and doesn't stay on task. I learned more about the soccer team than psychology in his class!
453,She does not do what she says she will. I did not learn anything from her the entire semester.
491,"Her class was, in a word, painful. I struggled all semester, yet somehow ended up with an A in Precalc. I transfered out at semester to Mr. James' class.."
529,"Learned absolutely NOTHING,I'm going to be totally lost in spanish 2,worst teacher I've ever had,her class was a waste of time,hope u don't come back next year"
567,She's a terrible teacher. If you get her you should transfer out unless you want a long and stressful year.
605,"I got a worse grade in this class than in any AP or Honors class, switch out IMMEDIATELY when you get him. Got to AP or Honors, I'm completely serious, it'll be easier than his class. You will be teaching yourself the entire year."
642,"I had this teacher in senior year of high school in 2004. All I remember was how miserable I was, and how miserable she seemed during class. Too focused on homework stamping."
680,you dont learn anything and she's oblivious to the cheating on tests that happen in her class. the class is so far behind in history compared to other classes
718,"She made English class interesting. But, that doesn't mean I actually looked forward to seeing her or her class! She is very moody"
756,"left me completely unprepared for ap lang. there is no way she should be teaching any honors class.a nice person, but she made me want to shoot myself."
794,i learn nothing in her class....half the time i have to go on youtube or something to learn the material......
832,Imagine walking into class knowing that you are not going to lean anything for the next hour; that is Ms. Kay's English class.
869,I loathed her... and I had her for 2 freaken years... all she does is sip her coffie and read her novel...
907,i didn't learn very much in his class we spent too much time talkign about the holocost and it is depressing. i wish he challenged me more. it was fun though.
