,Text
83,Assigns a hard project that you have to complete on top of a mountain of homework IN ONE DAY!
167,"He is such a slow grader. He still hasn't graded essays from a month ago, even though he has had plenty of time over the numerous breaks."
251,"She is one of the worst teachers ever. She gives us a bunch of useless papers, and makes you do stuff and then never collects it. If you want to get a good grade add random color to everything."
335,"Hes so hard, all his work is muti projects. so its a bunch of little projects all combined together. Olny thing is the projects arent little."
418,"mrs. dawson is one of the most unclear teachers that i have ever had, the work is scetchy and the worksheets are pointless, THEY MAKE NO SENSE!!!"
502,You always change your mind about due dates for projects and papers at the last minute. Your class was very easy tho even though you gave me 4 or 5 zeros
586,Doesn't explain very well. Just gives a lot of work & homework on weekends. She does give extra credit work though.
670,Inconsistent w/instructions...gives last minute instructions on 9 wk projects when students have completed or nearly completed them...does not tell each class the same instructions...grades harshly & inconsistently
753,She gives us too much homework. She tells us two weeks before it is due and than she never tells us again.
837,she doesn't tell you things and then punishes you for not following the directions she never gave you. and she loses a lot of the paperwork...very strict...: /
921,Never gets the work back in a reasonable amount of time. Does she even grade the work when she first gets it?
1005,He is the worst. He revoked the grades that he had given me beforee multiple times. He also changed the grading system while we were taking a test. He said we wouldnt have finals but now he says we do hes the wrostarre
1088,"Not clear on assignments, disorganized and waits till last minute to enters grades, which she always messes up. Stay on top of her to make sure you get the grade you deserve. Also she puts material on tests that was never covered and expects you to know it."
1172,Lazy Teacher that gives little or no direction. Just gives out work sheets and sits are her desk and texts all day.
1256,He only likes his Publications class! Not clear on some assignments and don't give us enough time. Grades thinks wierdly. Ex: grades by how much you finish. He should just tell us to do something and give us a due date instead of cutting the assignment up into little pieces and grading it by little sections.
1340,she never hands back papers she is not only inconsitent but she is contradictory she does give extensions but rarely explains what should be doneHORRIBLE TEACHE
1423,Gives 6wks projects 1 wk before due. she requires a 6PG Report in less than 1 wk but we can only do it if we have the books we cant get take from the library.
1507,you were a very unorganized teacher you never checked the advanced classes homework but never seemed to forget to check anyother classes homework
1591,"i do not like this teacher,she always naggs and complains and doesn't check or give back homework,and gives unfair quizzes."
1675,"his tests r so hard. he has da worst policy of never changing a grade once you get it back, even if it is his fault.what is 3*4, but he took off 13 points"
1758,she is a horrible teacher i suggest u do ur homework she gives u homework every single dayy !!!!!! u will deffiently want ms binder for ur 7th grade math teacher ms binder is the bomb.com
1842,"Never updates skyward until after the trimester if at all. Just a lazy teacher who by the way, is as unathletic as ever."
1926,Very unorganized and can be unclear on directions. Does not know how to grade hw. Has a weird grading system and does not allow make ups on assignments. Transfer out if you get her
2010,She couldn't keep up with the assignments and the grades and didn't prepare us for our exam. I don't know what grade I ended up with in that class because she never updated edline.
2093,"I liked mr goodling as a person and when he taught us. What I didn't like about him is that he never followed through with any assignments and never graded anything, especially when we all worked really hard on it and he made a big deal out of the projects. He never even handed back our I-Search or Romeo and Juliet projects. Plus we read To Kill A Mockingbird for absolutely no reason other than to talk all the time. Most of his assignments are pointless and never graded."
2177,"Clearly overwhelmed by modern classroom requirements. Unable to keep up with online grades or assignments. Fails to grade student assignments by the end of grading periods and ignores them. If, as a parent, you ask about a grade, she'll tell you about how many pieces of paper she has to grade everyday. I get it, it is hard. By not grading assignments she earns an F just like a student would if they did not turn in an assignment. Abrupt with students, parents and administration."
2261,He doesnt make any sense.. Doesnt have a lesson plan.. His class is just a mess.. they do different things every day and gives homework that doesnt relate to the lesson.
2345,"shes kinda cool but she takes hw assignments as test grades. she was like ""if its not your best work dont turn it in"" to defend herself. i got a C on that ""test"""
2428,She is easy once you learn how she grades. She hardly ever gives tests but she grades tough on projects. Make sure you get good grades on the portfolios. Very unclear/
2512,"mrs lynn doesnt realize we have other periods and gives too much work, she yells at us when we ask a question and is almost impossible to work with"
2596,"Her class was difficult for me. She never taught us about writing, just handed out essay prompts and then handed them back with a score. We accomplished very little in the class."
2680,"Sporadically assigns unclear homework assignments, often contrary to those printed in her homework calendar. Yells at the entire class over trivial matters, which wastes time."
2763,I HATE Ms.Hoppie so much I can't stand her accent and she gives the dumbest work ever. I pay so much attention in her class i get 100's on all my tests and homework and she gives me a 90 for a quarter average. :P
2847,This woman is possibly the most insipid person I have met. Her homework is pointless. I have a hard time just getting through the instructions.
2931,"Really strict, makes sure you're totally organized. He goes off-topic a lot. Gives a lot of homework."
3015,unhelpful and forgetful. he is very slow on getting back to you if you ask him to investigate something. waits to update edline until you get a bad grade. save yourself and opt out of his class now!
3098,"if ur in algebra shes REALLY hard, homework everday and tests everyother week. if ur in math 8, u have homework once a week and rarely tests. very hard teacher!!"
3182,She sucks as a teacher she will give you a low grade for you work and tell you is wrong but she is so unclear
3266,does not explain subject well. Needs to be more detailed in what assignments she gives. Tell the students if their project is worth 55% of their grade!.
3350,Gives way to much homework at some times and none at other. NO balance at all. Though she is nice to talk to. Test are hard and some of the work is hard to understand.
3433,Ms. Goswami doesn't teach at ALL. She gives you worksheets at you do it the whole period. She collects your work at the end of class; but she may lose your work the next week.
3517,He gives to much homework waaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa
3601,"Mrs.Aliberto hasn't put a grade in for me in several weeks and the grading period is ending, so I have no clue what my grade is. Her assignments are confusing and useless and she always let's her students distract her, thus getting nothing done."
3685,All Mr. Mansour does is pick favorites and gives pointless assignments with almost always no due dates on any of them. Definitley one of my least favorite classes.
3768,Why is there no option for a lot of homework? This lady gives toooooo much work.
