,Text
39,all we do in class is talk and we he tries to teach us some thing he flip flops back and forth from vietnam to ww2 then to the roaring 20's sitck to 1topic
79,"If being loud and big made you right, Mr. Dugan would rigt all the time. Doesn't teach much, just gets on a tangent and starts ranting. He's not the sharpest tool in the shed."
119,"she made no sense. she laughed at herself and talked about nothing the whole time. she was funny, but everyone in the class didnt get her."
159,"The other day in periods 1 and 2 HUM, we cam,e in about 30 seconds after the break between classes and then she talked for about 15 minutes about how we waste so much time she cant finish her lessons."
199,Mrs. Sutton... what can i say? you are boring! you have no idea what goes on behind your back in the class room!
239,MMMk MMMk she microwaves her coffe the whole class period and has no clue what she's teaching!!! its all busy work!!
279,"She doesnt teach. She just sits in the back of the room and reads catalogs, and that's if she even shows up."
318,All she talks about is herself and her family. She relates the books we read in class to people in her family.
358,"She made us be quiet by yelling at us and telling us if she strained her vocal cords, she'd throw up..."
398,"She has no idea what she is talking about, and spends most of the class period talking about working hard in school, and will not teach us."
438,My kids has told me she talks a lot about her outside of school life and barely teaches them and for about 1 hour they talked about off topic stuff.
478,"she's extremely annoying, all she ever does is tell random stories about stupid stuff, and her class is VERY dull... horrible teacher."
518,talks and talks and talks and talks about nothing. wastes almost all of our classtime on her pointless talk talk talking
558,During one class we were supposed to watch a movie and he lectured the whole period. Horrible sub!!!!!
598,when mrs trenery takes us to art class they talk for an hour in her classroom and leave us standing in the hall its really boring and we never finish ANYTHING
637,worst teacher ever! he tells you how to do the homework after you do it leaving you in the dark for every assignment. He tries too much to relate to kids and you can get him off topic for 45 minutes.
677,"When he's in class it's a free day because he doesn't know what he's doing. Funny guy though. He did this long, uncomfortable rant about Christianity one time, which wasted time."
717,"All he talks about is his kids, and he has no idea what he is talking about. I didn't learn anything in his class, at all."
757,"I HATE her. She called us all ""FOBS"" just because we misunderstood her question. She blames us for her mistakes and takes up class time telling stupid stories"
797,worst teacher none of her stuff makes since all she does is say you guys are whining or 5 minutes is enough time to take a test stop whining...:(
837,She knows what shes doing but rambles on to much on weird stories and other topics not concerning chem
877,Easily the worst history teacher I've ever had. He's in love with the sound of his own voice and did half of his teaching through the TV. His class is a joke.
916,"she sweats ALOT and she can't even talk because she runs out of breath too quickly, and the only art projects we do are SELF-PORTRAITS!!!!"
956,She has no idea what she is talking about. She is not funny and not knowledgeable
996,"Doesn't help the kids at all. Tells her life story the whole class. Aso doesn't teach her classes , more about her life story. dont look forward to learn anything from here."
1036,"You make us do pointless worksheets, watch pointless movies, and study only have the vocab. Wow, you are bad."
1076,"She has no idea what is going on in the class. It's so pointless. I doubt she even knows what comes out of her mouth half the time. It's sad because she is nice, but for whatever reason shes just incompetent."
1116,"Terrible teacher... I don't remember her ever teaching my class... all she did was sit at her desk, eat doughnuts, and tell lame jokes..."
1156,Janice Bujan biggest stiff youll ever have. has absolutely no idea what shes talking about. Her profession is a joke. couldnt wait to be done with her class
1196,"Does not let me stand by the door before the bell rings, she is always telling to do stuff, she is not fairdoes not let me sit in the teachers chair,"
1235,We don't learn much in her class because she spends the whole period complaining about American culture.
1275,"Stiven can be remotely funny at times,but when he isnt funny, he is confusing.When you go to see him he never answers the question.In the class room he is always going on tangents"
1315,"A joke, doesn't teach. He lets numerous kids and baseball players that do not belong in his class skip to his class during class hours. I got an A yet i didn't do any work, only because i was a girl."
1355,Damm boring. Doesn't teach at all. Only tells dumb animal stories. Hate it so much. Good thing i only had him for 1 year.
1395,"Ms. Mihata's class is really easy but she doesn't teach us anything. She leaves the classroom sometimes for long periods of time to go ""reheat her coffee"", even when we are taking tests."
1435,he is a teacher that you the whole class can leave the room and he really DOESNT notice. he's at NW now!
1475,"""Chicos y Chicas"" ahhhhh jeeze ya htink she can say that enough times in one class period. she can be kool but she can be the most annoying"
