,Text
80,I honestly haven't learned anything at all from him and am better off teaching myself.
161,i think he needs to learn how to deal with teens a little better...he needs to understand where we r coming from
242,"""think of words you know"" how am i supposed to learn anything if you dont help me?!? ""timeout"" and she doesnt listen at all either...this is my least favorite t"
323,"Shes so horrible! She tries to be cool with the students and when you need help, she doesnt know what she's takling about."
403,"she is not cool, and doesn't even know how to make announcements over the intercom. She needs to go back to Erwin and stop trying to take over."
484,"when he does his little ""motivation speeches"" he real needs to not use so much southern slang, cuz i don't know half the things hes saying."
565,"DUDE!! he can't teach german, i've had him for 2 years and i honestly think we were better german students in 8th grade. Everyone's lazy now!"
646,"well, she teaches us how to write english letters in class and she cant speak english. i understand her mandarin better than her english."
726,"She really knows the material, but she needs to explain stuff better and not just assume people already know it!"
807,He has to lean how to be a better listener and learn how to relate to his students more so that they listen to him more.
888,She needs to put her teachings into lamins terms because there are only a few kids that can truly understand what she is saying.
969,you really need to learn how to teach music. Everytime you teach it you teach it different. your class is a living heck!!!!!!!!!!!!!!!
1049,She really doesn't teach you much. She just assumes that you know everything and then she makes you write stuff about stuff you don't know. She's very nice though.
1130,"she can't spell for anything, says um WAY too many times and should learn the stuff she teaches before she tries to teach it"
1211,so many bad things i dont know where to begin...ya know how some people are just perfect for a job...well Dolan should NOT be a teacher
1292,"She would be a better teacher is she actually pronounced the words right! andshe makes mistakes all the time she does ""franglais""= french and english"
1372,"Spoke broken Spanish w/ Italian accent. Unsure about what we're supposed to do. Inconsistent. Didn't learn a thing, but she did try to teach. Not good if you want to take another spanish class later"
1453,i think she needs to mind her own business especially if itz not even her class. mind your own business ms. garcia
1534,i wish she knew what she was talkin about. she only knows what's in the book. she should realize we're not preschoolers.
1615,she doesnt realize we cant speak spanish. and she is snotty sometimes. needs to be cooler. we dont learn anything.
1695,She does not know her stuff and is very confusing. Should go back to farmington.
1776,"The man is oblivious to anything that goes on. He doesn't have any sense of knowledge for ANYTHING, and assumes everyone else does. The man really needs to retire, and seriously needs a toothbrush...."
1857,"shes nice. and thats about it. please stop ""teaching"" math.. we need to get into college. work at a day care center. the kids are more on your level."
1938,nobody respects mrs. shelton at all! but if everyone says she cant teach then why do i know how to do it all? She needs to learn how to control the class though
2019,Does she actually think students will respond when we dont know the stuff? GO BACK TO TEACHING SCHOOL!!!! NOW!
2099,"She thinks she's a genius, but in reality I don't learn a thing and still get 100%. she's definitly not the brightest crayon in the box."
2180,"I hate her because she is mean, disrespectful and doesn't know how to teach. She is unclear and expects us to know some stuff but then doesn't think we know the easiest stuff!!!!!"
2261,"schepan does not know anything about spanish. he's some guy who cares only about girls soccer and track, and doesnt know how to teach anything."
2342,"Hey, Guzas can you please give us less notes and stop thinking you're so special because you have a smart board. You got to learn how to teach not dictate notes to us."
2422,"She should not be teaching at all. She is biased and does not know that she is talking about. She teaches Spanish only bc she speaks it, she doesnt know anythin"
2503,"She doesn't teach, she expects us to learn everything by ourselves and on most projects she will not help out."
2584,"She tries to teach something that she can't do. She teaches mistakes and fogets what she's doing and the worst part is, she isn't even old yet."
2665,She is perhaps one of the worst teachers i've ever had. She doesnt know what she's doing and doesnt know how to help. She thinks she's cool and is a BIT unfair!
2745,I had her for french 2 and she mixed up french and spanish ALL the time so we didn't even know what she was talking about she was teaching us the wrong thing! she got her french teaching degree ONLINE. horrible teacher. she's a snot too.
2826,"she doesnt teach at all, expects us to know everything about engineering, charges us to ask her questions"
2907,I don't know why she is so behind in giving her student the right info they need. She is a very slow counselor that tries to be nice even though she doesn't know what she is doing.
2988,"He thinks that we should understand if he say's sumthin once, and if you didn't hear him, he says u werent listening. He cant teach so how can we listen if everything he's saying i"
3068,"Worst teacher ever!!!!!! Had him for Advanced Chem. and he told us that since were so smart we should know everything already! um, hello, it like his job to teach us, were not that smart."
3149,"you dont help us at all, we dont understand what your giving us, you cant explain what your teaching us, and you mix up everything you teach us,"
3230,worst teacher ever. all she wanted to do was sing and dance and some how expected you to know things.
3311,umm..you should learn how to teach before you try doing it. You are not clear and you need to learn how to explain the directions!!!
3391,"Talks wayyyy too much, and acts as if she knows everything, but obviously not. she takes everything too seriously needs better admin skills."
3472,he sort of teaches but you cant listen to anything even when your done!!!!! and he doesent helpwhen it comes to carrara.
3553,"she does not explain anything to us. She may know the work, but she does not know how to teach and explain it to her students"
3634,"He knows his stuff, but he can't teach. He's too quiet and has no control over his students. The class is always disruptive, and you cannot learn. He's too patient for his own good."
3714,she assues that since we are an honors geometry class- we already know everything and that she doesnt need to teach us-which is completely wrong -learn to teach
3795,She teaches French and Spanish and is probably one of the worst teachers I've ever encountered. I don't really know how to even describe her level of stupidity. It takes some endurance to takeherclass
3876,SHE IS THE WORST BIOLOGY TEACHER EVER. SHE NEEDS TO GO LEARN HOW TO DEAL WITH HER STUDENTS. SHE DOENST KNOW HOW TO TEACH NO MATTER HOW MUCH SHE TRIES .
3957,This lady does not what she teaching!! She really needs to learn english and learn out to teach...we never do anything in her class!!
4038,I refuse to learn from somebody who cannot spells intersect as 'intercept'. This is why specific coaches should not teach.
4118,"SHE NEEDS TO STOP COMPLAINING ABOUT US BEING ""RUDE"" AND STUFF LIKE THAT. i think she should just get over it and learn to teach"
4199,can't teach at all.. adds stuff that she didn't go over on tests.. and has a couple of issues she needs to resolve...
4280,"mrs. rosario doesn't know how to teach. I know she's trying to do her best, but it's hard for people to understand her english."
4361,Ms. Spector needs to be more considerate of her students as well as more repsectful.She needs to take the time to LISTEN to what they say.
4441,"spends absolutely no time teaching music. I don't know what he is, but chorus director isn't it. anything we learn we learn on our own. needs to put down his phone and tablet and maybe do his job."
4522,She is one of the worst Spanish teachers I have ever had. She doesn't even teach us and gives us the hardest test. She should also learn how to speak English before teach a class how to speak Spanish so we can understand her.
4603,she might be a bit better teaching college students. she doesn't seem to have the right patience for high school kids
4684,She keeps yelling in class and it annoys the crap out of me. She knows the stuff but when she teaches its not understandable
4764,"ummm well i think she's helpful one-on-one, but with a whole group of student, she honestly has no clue what she's doing or what math is. i'm clueless."
4845,he needs to stop sitting down the peripd and actually teach us. he dont know anyhting about the subject. he cant even help us with our problems in the class.
4926,"she's helplessness, not really helpful over ur courses. can't do anything really 4 students. but still just little fine only."
5007,"please don't ""teach"" calculus anymore. you reached your goal of teaching ONE CALC CLASS, so leave it that way."
5087,sure she knows spanish very well but no she cant teach it at all tbh for her class she doesnt even need to be present in class like all you do is copy the textbook
5168,I don't think I've had a worse teacher in my ten years of school. He sometimes dosn't even show up to class. Please retire!!!
5249,"Boring and when we don't get something cause she didnt teach us she goes ""its common sense"" and expects us to know stuff we weren't taught cause were in honors"
5330,"I had him for two years, learned nothing. Since he's retired, kids are going to find it hard to get their foreign language requirements done with ease."
5410,"even though i heard she quit teaching at bsba , i still shudder at the thought of her teaching english my 8th grade year... i do not remember her fondly to say the least"
5491,she is one of those teachers that wont teach you a thing and expect you to go out of your way to learn from videos online with mass amounts of homework better off just not even showing up.
5572,i think ms G is the most uneducated teacher i have ever had plus she is over her head trying to teach us how she does. she is way to unorganzied and cannot hold on to students work
5653,ughh..learn how to teach!!! no more videos!! sorry but i cant learn about the middle ages by watching the holy grail!
5733,He doesn't know how to teach at all. I am forget all I learned last year with nothing new to compensate for it. Skips everything that we are suppose to know. And this why am taking Latin next year
5814,"I think Ms. Galishoff is a wonderful person, but as a teacher she's terrible. I haven't learned a thing this year. ""More matter with less art"", please!!"
5895,Needs to explain lessons better. Needs to stop wanting explaination for where students are when excused.
5976,"Hated her, she thinks she knows everything about you once you tell her 2 things. She doesnt know science at all."
6057,we'll say this ... he taught sr. project as well as he coached the 05-06 season ... just for those who don't know ... we won maybe one game(and that was preseason)!!!
6137,Needs to explain things better and not just ignore people and listen to what kids have to say and not just blank them out
6218,soo dumb...doesnt know how to teach doesnt explain anything and u dont even have to do her homework cause she never checks it which is a good thing but sheSUCKS
6299,"I have not learned one thing this year in his class! Bring Mr.Mac back or, just be patient and take the time to actually do your job! You know what we don't kno"
6380,Mrs.Read is not very nice. She yells alot and dosn't let you do anything. Please stop being so strict on us.
6460,"he can't even speak english, so it is hard to learn writing from him. I think he did a very poor job and doesn't even show up to class on time. He seems like he doesn't care."
6541,"She is an awful person and an awful teacher. Teachers are suppossed to want to help students, she definitely does not. She thinks it's okay to hurt people's feelings and I could not think of a more in"
6622,"He is immature, and does not know his boundaries. Yeah, sure, he was relaxed, and let us slack off, but he was inappropriate, and didn't take teaching seriously"
6703,at the beginning of the year we had 30 kids. at sememter we had 14. at the end of the year 5 kids were eligable to go to spanish 3. 2 of those kids already spoke spanish. hmmmmm...
6783,yea...well...mr. rodvelt is an ok teacher when you already know what your talking about but when its all new to you you just stay confused and he seems to not c
6864,He should have been fired given everything I learned about him. Very upsetting for a parent to know he was allowed to teach children.
6945,"slow down, its ok to only be 4 weeks ahead of everyone, calm down we don't need to hear ur lesson plan everyday it hasn't changed from the day before."
7026,"He dosnt teach. If I have a question about playing something, he says i dont know. I learned more from my jr high teacher. Also, he tries too hard to be cool and friends with the kids."
7106,Everything says doesnt make sense and he doesnt make anything clear. He's cool but he cant teach and misses so much class.
7187,She's okay but she takes everything too seriously even though her class is a joke. She needs to relax and enjoy life.
7268,"Does not teach anything. Very mean to the point the kids dont even want to go to her class. We need teachers who can work wit the kids. Not trying to be rule masters, She needs to go."
7349,"Truthfully, all I learned from this class is that I really wished I had Mrs. Hatchl instead. He just consulted her for everything and could barely do anything on his own."
7429,dont even get me started. I knew all the things we learned and he doesnt even know how to work microsoft. hes the most boring person ive ever met. pinky power pinky power! no. just no. I couldnt wait for that cxlass to be over.. and hes so old... retire already!
7510,"His speeches are long and pointless, cuz it's always about the same stuff we already know. We have no need for him."
7591,"she was a cool friend, but now that everyone is in highschool we relized she taught us nothing or everything all wrong. We had to relearn everything because we were wrong."
7672,She is obviously not true to herself. She does not know how to teach well. She might come off to be very fake at times. She blames people for her problems.
7752,"I don't think he likes teaching. He tries to make things interesting, but he doesn't know how to have fun with kids."
7833,"she knows about Deca , but thinks shes still in highschool, shes a gossip queen, and is demeaning and definitally discriminates.Grow up and realize deca isnt a core subject so chil"
7914,"Sometimes I think she doesn't know what she's talking about, and it would be nice if we knew when the tests were!"
7995,he doesn't actually teach the cirriculum. i seriously doubt he even knows it. obviously hired for football rather than academics.
8076,"I feel super sorry for you if you have him, bring a tent and some s'mores. You're better off teaching yourself rather than listening to him."
8076,"I feel super sorry for you if you have him, bring a tent and some s'mores. You're better off teaching yourself rather than listening to him."
8237,Nice lady but cant teach to save her life. Doesnt know the first thing about chemistry making it difficult to teach to honors students. Completely contradictary and who knows what clear as mud means?
8399,She is a bad teacher. She doesn't even teach anything she just expects us to know all of the work when we are supposed to learn it all this year. She gives too much homework and her grading is terrible.
8560,"o.k news flash somebody got to stop saying ""basically"" she's nice and easy-going but she has trouble teaching me the thing i want to learn right."
8722,"She can't teach, picks on people, doesn't prepare at all for midterms or finals, can't keep class focused, you get it"
8883,"She doesn't teach, she doesn't help, she doesn't even grade papers. Want to know what she does do? She sits at her computer and plays solitare."
9045,"He's really cool and nice, and he's an awesome singer, but he really sucks at teaching. I mean, you can tell that he knows the stuff but he just doesn't know how to teach students, all he does is write on the board and give us homework!!"
9206,"She's a nice lady, but she absolutely cannot teach AP Spanish. I feel like I know LESS about Spanish than I did before I took her class. :("
9368,SOOOOO bad. She sets the WORST example for us. Are we to grow up to be ez? A child could teach a better lesson. She can't even spell!
9529,"I did not like her. She gets over-excited when she teaches. I think she could concentrate on making kids understand the material, instead of singing songs."
9691,I don't learn anything from her and lately she's been really mean to me. Don't ask why 'cause i don't know.
9852,I don't think Ms. Z likes us. She never lets us do anything that we suggested and it makes the class fight back. I think we need a new one.
10014,Mrs. Lewis needs to learn to give a due date. Also she needs to learn how to teach. If she is going to be super hard with grading she should say EXACTALLY what she is looking for!!
10175,"I havent learned anything all year in her class so far, its mostly just taking notes. I honestly dont think she knows her own subject well enough to be teaching it."
10337,She needs to learn respect for her students. She also needs to remember that there are no stupid questions just stupid answers.
