,Text
13,"Spelled ""grammar"" wrong in a sentence instructing kids to use proper spelling and grammar. She wrote, ""Make sure to use proper spelling and grammer"""
26,"lectures full of information not found in the book. the test is entirely book-based. but you have to take notes, to hand in your notebook each chapter. smart."
40,She never teaches... She just makes us copy off the power point that she got from the textbook....
53,"Mr. Jones is the worst teacher I have ever had. Biology is supposed to be a ""lab science"" not completely powerpoints, videos, and lectures. Sure we've had labs, but all except one were modeling labs without actual data. Also other biology teachers teach way more information and have multiple dissections when we have had none."
67,"She doesn't ever teach. And when she ""teaches"" its really just standing in front of the room reading from a paper she most likely copy and pasted from the internet."
80,"Needs to make the Knights Banner what it use to be w/O'Rourke. Doesn't check ""future journalist's"" grammer, spelling, and punctuations... Paper is now horrible!"
94,"Uses an art textbook an tells you how to use the textbook.""Go to table of contents and find your section..."""
107,"I can't believe this lady's still teaching. She corrects grammar mistakes in quotes. IN QUOTES!! By the way, she's teaching gov+pol in lit + ARt of essay hnrs."
121,"Wastes time, constantly downloads shady programs, blocks everything even unharmful"
134,"Teaches from the book. Repeats self a lot and writes random, unrelated words on the board. Very, very picky about formatting."
148,"she is an awful teacher. in my opinion she doesnt even teach, she shows us powerpoints with no descriptions of what picture we are looking at."
161,y do u make us read a paragraph and then u read allover agen y do u put ur hand on ur hips? y don't u let us ask questions? y do u threaten to do things and never do it? y do u 4get so much?
175,how many different versions of Romeo and Juliet can you show? this should have been called FILM II instead of English II.
188,"She just takes things from the textbook, and when she elabprates its just repeating what is in the textbook. shoot yourself."
201,"I don't have him for actual SCIENCE (thank God) I have him for LAD. But with the worksheets, and the corny jokes, what could be worse?"
215,"I can't beleive that he is still teaching. His ""lectures"" consisted of him reading the section to us!!!"
228,"her preachy, often subliminally religious lectures can be described in one very appropriate word: intolerable. no teaching, just guilt trips and notes on ""Lifetime"" videos."
242,"All she does is write the book onto the board, she has no teaching experience, and can't teach at all."
