,Text
50,She gets triggered when you ask her for help. I most definitely do not recommend her
101,she doesn't help us at all and when u ask her a question she doesn't want to help and she doesn't let u correct her because she thinks she is always right even when she isn't and she doesn't let us go
152,"does not explain anything and when you raise your hand she never calls on you, even if it is an important question."
203,"She is extremely confusing, and does not listen to her students. Everytime we ask her to clarify something she walks away and does not answer."
254,"She says she will help you when you're with a class, but she doesn't. She'll say that she'll help you in a minute and never does. She's never in the library either. ???"
305,"She is so mean to you if you ask a question, she never gives you a straight answer and makes you feel stupid for trying to learn."
356,Does not answer any of your questions. When you do have questions she will not fully answer them.
407,tells you what to do then denies that she said anything later and gives you a bad grade because she doesnt like what you did even if she told you to do it. dont ask her anything
458,"The only way to not fail that class, is to not listen to what she says. Everytime i listen, i get confused. When i dont listen, i do fine and get A's."
509,"She avoided my questions, and kept going on and on about how she can't read our mind because nobody was going to ask her questions because she never answered them...."
560,"If you play a sport, you'll get at least a B and she'll help you out all she can whenever you like. Don't play a sport? No help, she's too busy."
611,Doesn't know how to answer questions or explain things. You get much more from just reading the book than from listening to her.
662,Ms williams can look straight at you with your raised hand and walk away without answering your question. she blames students for things they didnt do and yells alot!!!
713,"Ms.clum does not call on anyboady, and if she does she does not answer the question. She will also lie about you if she does not like you."
764,"Okay, here's the thing, I don't want to be taught by some guy on the computer, I want to be taught by someone who can respond to my questions when I ask them! I taught myself when I had her!"
815,"I asked her a legitimate question about a problem from the quiz, and she rolled her eyes and said ""uhh....no......moving on...."". And I was like ""wt*?."" And then I asked Mr. Beilin about the problem and he said that I was right and she was wrong. So basically, she seems to think she is always right, and she does not respect all her students."
866,"She is REALLY irritating and shows way too much favoritism. For example, if we are going over a multiple choice question as a class, she would choose the wrong answer choice and try to convince us it's right. When we start arguing with her she checks the question and it turns out SHE was wrong. Also, whenever you ask her a question she ALWAYS has to ask the other teachers and never gets back to you on it."
917,"all you do is read pages from the textbook and highlight things, and if you ask a question she either doesn't answer or restates something that doesn't anwser the question"
968,"arnerich is very is to pass but u can never understand what he's saying even ellis thinks that.he'll always say""i don't understand your question!"""
1019,"She doesn't like when i ask questions, and when i go for extra help i have to have a specific question."
1070,"She's kinda rude like it's an inconvenience to ask a question. If you ask where something is she just points to a computer and says,""Look it up."""
1121,"Do something bad; he stares at you. If you want even more attention, he might even notice you. Do something beyond offensive, and then you might get yourself a referral to Village School. But whatever it is you always say no when they refer you. Then when you say no, they have a puzzled look on t"
1172,you dont know what your doing cause you always geta questions rong..and you never explain what we have to do good !
1223,"This guy NEVER knew what he was doing. Most of the time, it was just him up on the board trying to figure out 1 problem. At least he gave away all the answers."
1274,"At times, ignores students. VERY UNCLEAR. Must ask questions numerous times to get a clear response. Yet very laid back."
1325,"Whenever I go to his office, he's either never there, or he's busy talking to a student. If he is talking to a student, I'd wait, as time goes on, he completely ignores my presence that I'm there looking for help. I can wait 20 minutes, it doesn't matter, he'd not bother to help or even ask me what I'm doing there."
