,Text
40,ms. kamaris is a really mean teacher. She yells at you for no reason. she always tries to get us in trouble
80,"She means well, but I don't think that she really gets the ""true"" point across. She is also a little spacey, but I think that she means well."
120,She gives people stupid punishments for no reason! She's just weird sometimes. And she always brags about het daughters!!uuuuhhhhh
160,"you can scream and she wont say anything but if you whisper she shouts ""why are you guys yelling so loud?"" haha. we love furry murry"
200,she not cool she mean ! i dont like her dosent teacher very well she not good with people and way to sarcasting
240,I don't have u but every one says they don't like u and u r realy mean.mrs SiNgEr is freaken cool though so it's all good-for her!
281,mr. mo is ok hes funny but sometimes he says stuff thats mean he gets on people to much and his notes arent helpful at all.
321,Mrs. L is ok. I mean she is annoying but god try to be a little easier on us. PEEEPLE. I'm sorry that is hilarious!
361,"The only thing that I have to say is that she gets so mad at some little things. she has 0 tolerance. We are not perfect, so why does she want perfection."
401,mkk. soo most of yu must kno mrs.hendersonn . yeahh well i like lovedd her when i 1st met her i thouqhtt she was qonna be one of my most favoritestt teachers buhtt tht chanqed very quiklyy .i hate her
441,"She is a big meany, is always yelling at kids for stuff they arnt doing.She doesnt understand alot of what kids have trouble with and she gives out a lot of H.W"
481,"I dislike Mr.siskin. He is very strict and has many mood swings. Sometimes he might be nice, but he is very STRICT!!!!! He bugs me!!!"
522,mr yahn is so bad he always blames things on us even tho hes not teachin any1 and just wastes time wit stories ppl think hes cool but hes really not
562,"She is very mean, rude, and does not know how to teach. She loves to scream at kids for no good reason."
602,He is the scaryiest person ever. i hate him sooo sooo much. i don't no why anyone would think that he is cool. he scares me a lot.
642,"mr. lorenzi is sooo mean..i had him last year, he always picks favorites..it's soooo annoying...i didn't do anything and he hated me....EVIL!!!!"
682,sry but i dont like her. she was just annoying and thought that she was always right. to me doesn't respect you.she gives out wayyyy to many detentions.
722,"Thompson, not a cool guy. Doesn't listen at ALL to anyone, especially the percussionists. He hates them."
763,I hated ms.pouge with a passion. I had her last year for chorus. She just watched people she hates and admits it.
803,Take the time to understand this man. He is brutally honest and ALWAYS right on. The smartest and funniest teacher ever.
843,He doesn't teach very well and he gets a attitude very easy..He forgets things alot....he yells at the people who tryin to hook up!
883,she always yells at people for the dumbest reasons! and she doesnt tell you whe nyour work is supposed to be turned in(uncool)!
923,"She doesnt care about her students, gives lunch detention to everyone, thinks that were gonna listen to her screaming at us, AND is really mean!!!!! Pray u never end up in her office!!!"
963,I don't like her. she's mean alot of times to certain people and yells at them for no reason. Shes ok though
1004,"To tell you the truth, she was the worst teacher I've ever had. Bad speller, really mean and gets mad for no reasons. Has favorites and hates everyone who isn't her favorites."
1044,"""He is to strict he also has his favs. in the class but he syas he doesnt !"" let us breathe a little!"
