,Text
161,i think he needs to learn how to deal with teens a little better...he needs to understand where we r coming from
323,"Shes so horrible! She tries to be cool with the students and when you need help, she doesnt know what she's takling about."
484,"when he does his little ""motivation speeches"" he real needs to not use so much southern slang, cuz i don't know half the things hes saying."
646,"well, she teaches us how to write english letters in class and she cant speak english. i understand her mandarin better than her english."
807,He has to lean how to be a better listener and learn how to relate to his students more so that they listen to him more.
969,you really need to learn how to teach music. Everytime you teach it you teach it different. your class is a living heck!!!!!!!!!!!!!!!
1130,"she can't spell for anything, says um WAY too many times and should learn the stuff she teaches before she tries to teach it"
1292,"She would be a better teacher is she actually pronounced the words right! andshe makes mistakes all the time she does ""franglais""= french and english"
1453,i think she needs to mind her own business especially if itz not even her class. mind your own business ms. garcia
1615,she doesnt realize we cant speak spanish. and she is snotty sometimes. needs to be cooler. we dont learn anything.
1776,"The man is oblivious to anything that goes on. He doesn't have any sense of knowledge for ANYTHING, and assumes everyone else does. The man really needs to retire, and seriously needs a toothbrush...."
1938,nobody respects mrs. shelton at all! but if everyone says she cant teach then why do i know how to do it all? She needs to learn how to control the class though
2099,"She thinks she's a genius, but in reality I don't learn a thing and still get 100%. she's definitly not the brightest crayon in the box."
2261,"schepan does not know anything about spanish. he's some guy who cares only about girls soccer and track, and doesnt know how to teach anything."
2422,"She should not be teaching at all. She is biased and does not know that she is talking about. She teaches Spanish only bc she speaks it, she doesnt know anythin"
2584,"She tries to teach something that she can't do. She teaches mistakes and fogets what she's doing and the worst part is, she isn't even old yet."
2745,I had her for french 2 and she mixed up french and spanish ALL the time so we didn't even know what she was talking about she was teaching us the wrong thing! she got her french teaching degree ONLINE. horrible teacher. she's a snot too.
2907,I don't know why she is so behind in giving her student the right info they need. She is a very slow counselor that tries to be nice even though she doesn't know what she is doing.
3068,"Worst teacher ever!!!!!! Had him for Advanced Chem. and he told us that since were so smart we should know everything already! um, hello, it like his job to teach us, were not that smart."
3230,worst teacher ever. all she wanted to do was sing and dance and some how expected you to know things.
3391,"Talks wayyyy too much, and acts as if she knows everything, but obviously not. she takes everything too seriously needs better admin skills."
3553,"she does not explain anything to us. She may know the work, but she does not know how to teach and explain it to her students"
3714,she assues that since we are an honors geometry class- we already know everything and that she doesnt need to teach us-which is completely wrong -learn to teach
3876,SHE IS THE WORST BIOLOGY TEACHER EVER. SHE NEEDS TO GO LEARN HOW TO DEAL WITH HER STUDENTS. SHE DOENST KNOW HOW TO TEACH NO MATTER HOW MUCH SHE TRIES .
4038,I refuse to learn from somebody who cannot spells intersect as 'intercept'. This is why specific coaches should not teach.
4199,can't teach at all.. adds stuff that she didn't go over on tests.. and has a couple of issues she needs to resolve...
4361,Ms. Spector needs to be more considerate of her students as well as more repsectful.She needs to take the time to LISTEN to what they say.
4522,She is one of the worst Spanish teachers I have ever had. She doesn't even teach us and gives us the hardest test. She should also learn how to speak English before teach a class how to speak Spanish so we can understand her.
4684,She keeps yelling in class and it annoys the crap out of me. She knows the stuff but when she teaches its not understandable
4845,he needs to stop sitting down the peripd and actually teach us. he dont know anyhting about the subject. he cant even help us with our problems in the class.
5007,"please don't ""teach"" calculus anymore. you reached your goal of teaching ONE CALC CLASS, so leave it that way."
5168,I don't think I've had a worse teacher in my ten years of school. He sometimes dosn't even show up to class. Please retire!!!
5330,"I had him for two years, learned nothing. Since he's retired, kids are going to find it hard to get their foreign language requirements done with ease."
5491,she is one of those teachers that wont teach you a thing and expect you to go out of your way to learn from videos online with mass amounts of homework better off just not even showing up.
5653,ughh..learn how to teach!!! no more videos!! sorry but i cant learn about the middle ages by watching the holy grail!
5814,"I think Ms. Galishoff is a wonderful person, but as a teacher she's terrible. I haven't learned a thing this year. ""More matter with less art"", please!!"
5976,"Hated her, she thinks she knows everything about you once you tell her 2 things. She doesnt know science at all."
6137,Needs to explain things better and not just ignore people and listen to what kids have to say and not just blank them out
6299,"I have not learned one thing this year in his class! Bring Mr.Mac back or, just be patient and take the time to actually do your job! You know what we don't kno"
6460,"he can't even speak english, so it is hard to learn writing from him. I think he did a very poor job and doesn't even show up to class on time. He seems like he doesn't care."
