,Text
4277,"Extremely weird, her voice is always positive, even when she's angry! Nice, but sort of in an annoying way. Good teacher though."
4337,i hate her so sosososossososo much. shes easy..but SO BORING! she doesn't do anything but talk! and she doesn't even call on anyone! i mean like OMG shes just like soo boring. omggg!!! i cant stand her!
4397,mr.wright is supposed to set a good example and include everyone but when i quit status club he started telling people that i thought it was all about me and that i was mean
4457,"ugh were do i start?shes so annoying and she thins shes popular, she dissed mr.wheet just b/c everyone loves him and shes jealous b/c hes a better artist/teach!"
4518,"wow,what country were you born in again? Somehow she has an accent from England...when im pretty sure she was born here. Also stop staring at people, its scary"
4578,I was in her band for 1 and 1/4 years. you know y? she always screams at you for no apparent reason!!
4638,"Most of the people I talk to say she's mean, and I agree about her taking off for little things that don't matter."
4698,bad teacher omg we had soooooooo much homework and i hater her rode bicycle 2 school and almost ran me over bad bad bad grrr
4758,"Wow, he's a friggen robot, not mean tho. He knowns NOTHING about english and doesnt teach.him not even kidding he hasnt actually taught all year."
4819,VERY moody and mean. Always told us she hated our class. She must have written her own good reviews. No one else would! BTW her new name is Ms. Pierce.
4879,"wow. i have mr day. he thinks that he is a cool teacher and many students think he is so nice but he is not. he is insecure, boring, and has a montone voice."
4939,I don't understand what Mr. Lee is saying. His speech is difficult to understand and he isn't flexible even though he thinks he is. He thinks he's cool but I don't think so.
4999,You will not do okay with her if your white and blond believe me. transfer out before she gets on your case. she sacrifices a blond every semester.
5060,Most people say that you are a good teacher. I think that you are most certainly NOT! You are HORRIBLE!
5120,"I dont think this man is a good teacher and gets upset over the smallest things. i hate having to go to his class, it's a waste of my time and his time."
5180,omg i had her in 8 grade and i juss graduated she is koo but i couldnt understand what she was saying most of the time!
5240,"can she even see? and woww, if she lost any more papers i dont think she would be paying rent. lolls."
5301,"There isn't a single teacher I hate more than that woman... I think her mood swings can be attributed to her smoking for the most part, but jeezzz, that's still no excuse for the rudeness!"
5361,"mrs maison should be teachin college students. she doesnt explain things clear enough, and needs to go to anger management. when shes mad, i dun wana be around."
5421,i had masur last year. i was so miserable! i feel so sorry for all you 8th graders right now! think positive! Graduation will come!
5481,"Literally heard nothing but bad things abut him, and he thinks he's better then everyone else."
5542,i think that she is so annoying. she can not grade n e thing 4 her life she even skips class( but thats a good thing)
5602,He is the teacher that i hate the most at Cms. He gives out way too much work and is obsessed with legos. He will never grow up.
5662,"I haven't learned anything this year...I wish I had, b/c I think next year is gonna be hard for us..."
5722,I HATE THIS GUY!!! So glad im not in his class anymore OMG i feel bad for anybody who had t put up with him! He's not even a good teacher!
5783,he looses everyone in the problem hes doin on the board hez a bad teacher. he should be a coach or something.
5843,uggh she slapped a guy in my class and she hated all of us in my class and probably my sister as well
5903,i hate coach cullison or wut eva his name is. i have him for summer skool and he is so not cool. he came late every day and stuffs man i hate him
5963,"I'm sorry, but I don't get how u can give him even an ok rating. I hate him and so do a lot of other kids. he can't teach. Come on guys be honest. He doesn't know what he's doing."
6024,Pretty Mean guy.. Nobody likes him..Big d bag...mean. doesn't explain any of the speeches that you have to do. Face is a permanent frown. mean. never answers your questions directly. always is sarcastic for some reason..he is also pretty mean .. i think he has been teaching for about 95+ years
6024,Pretty Mean guy.. Nobody likes him..Big d bag...mean. doesn't explain any of the speeches that you have to do. Face is a permanent frown. mean. never answers your questions directly. always is sarcastic for some reason..he is also pretty mean .. i think he has been teaching for about 95+ years
6144,omg i had sosa for espanol 1 and i found out he's teaching all spanish 2 next year!!! omg i dont want this guy anymore
6264,mr faw is the coolest teacher ever. he makes learning fun n helped me 2 get into honors i luv goin back 2 chill w/ him even tho i'm in 10th hes deff the coolest
6385,"Holly Groom is my teacher and personally, I think she is awful at her job. She loses everyones work, and doesn't know how to keep a class under control. She also gives people detentions for no good reason"
6505,oh my gosh i don't know what is up with her. she is so mean. sometimes she can also be miserable so you better watch out!!
6626,porter will not let you leave the room for any reason yet she is never in there. she is always busy doing work for her kids. not cool.
6746,she is mean and stupid she is sometimes cool like wen she made fun of mr. rief. but in the end i hate her she useses slang that nobody says anymore to try to be cool
6867,She was sooo mean to me! she hated me for no reason. I was a straight A student and I didn't talk that much and I wasn't a trouble maker!
6987,Does not explain very well and has tought us many things wrong yet we always have fun in her class over all an ok teacher
7108,you dont liek me i dont like u therefore im done with this. your not a good teacher now i think you should consider quitting before its to late . love you
7228,I htink Ms.Marquis is very mean and strict. She is never clear about the directions of games. What will she do next?
7349,Mr. Perry only helps the boys its soo annoying he's so mean to me and he hates me!! WORST TEACHER EVER!!
7469,is a really bad teacher. i wouldnt even call him a teacher. he is the biggest oush over nd has no control of his class
7590,He's a nice guy and really loves teaching but doesn't really do all the well at it. He always forgets to teach us stuff that is ultimately on the the tests. Very annoying!!
7710,Love himWhat a great guy!V relatable I wish one day I can be like himHah he's such a jokester Gotta love him ya know You go Larry!!!!!
7831,"You absolutely stink... If you give out homework for gym, that is so not cool. I mean think about it. Who does?"
7951,"she can be mean,unhelpful, and not my favorite teacher i really don't like her and the hw or packets she runs out for us sometimes you can't even transolate."
8072,i learned more in third grade then i did this past year. we had other teachers come into the room and yell at people because of how loud everyone was. people literally stood up and screamed. paper air
8192,"He's a really mean teacher and very rude. He like to nickname people if he doesn't know their names. Sometime in class, he say inappropriate things."
8313,"i used to think highly of him, he was a cool guy, but an ok teacher. until he fired me from newspaper because my staff writers didnt do their jobs. he fired me over text message. giving me no reason,"
8433,Everything about this woman is horrible. She is EXTREMELY boring and her voice is annoying. She is not helpful in class and doesn't connect well with us. Just a bad teacher
8554,OMg she does not have the slightest clue about ecology...i liked the ppl in my class but hated the way she teached it...she needs to go back to skool!!!
8674,"50 minutes of torture. I was always polite and followed her directions, yet she still ended up snapping at me. You have to be a gymnast to get an A in tumbling. She screams all the time and I feel bad for all the people who have her after me."
8795,"I hated him. Almost everyone I know hated him. and you have my sympathies if you get him for brit lit...oddly enough however, i kinda miss the arguments."
8915,"he is quite the bad teacher. all he does is yell. he never demonstrates the streches or exercises, and if you have seen him i think you would understand why. he is like a 70 year old overweight PE tea"
9036,"she needs 2 get her mood swings under control. sometimes she can be kinda,dare i say c00l?,and others she could bite ure head off. shes a big one of favoratism"
9156,"she is old, boring, mean and annoying! she gives WAY to much homework for no reason!!! worst teacher ever!"
9276,"oh god...she gets really mad if you don't understand something, she hates you unless you're one of her favorites. AAG and EF are really hard classes"
9397,"I severely dislike this class. Its boring and I dont think Mrs may likes me very much. plus, shes mean to alot of the students who arent perfect"
9517,I hate Dorr. She totally picked favorites. A friend of minr and me wanted to talk to OUR gym teacher about something but she wouldnt let us. She wasnt even out teacher. Way too bossy.SHE SUCKS.
9638,HIIIII MS. BRAVESTEIN!!!!! I LOVED UR CLASS LAST YEAR IT WAS FN WE MAD TRIBES AND PLAYED MASH IT WAS RELAXIN IT LET ME GET OUT ALL MY EXCESS EMOTIONS THRUWILD DANCES. ALSO IT GAVE ME TIME TO TAKE NAPS EVERYONCE IN A WHILE... CUZ I MISS KINDERGARTEN =[
9758,Very hard. Doesnt teach subject. Can never understand. Gives WAY too much homework. Should lighten up and crack a smile every now and then
9879,"I don't know if it's really that she's a bad teacher or whatever, or if it just that her teaching method doesn't work for me (or any of her students, for that matter), but I honestly can't comprehend why we have to to the SAME freaking work for EVERY freaking novel that we freaking read.
April Micolino is: Still Teaching but I wish she wasn't
I am an: exhausted student
I was born in: like i'm going to tell the truth
What grade: well she hates me, if that says anything."
9999,i don't get all the hype about this woman... she is not the best teacher ever. we did no real life situation writing such as essays or information. we just did vocab powerpoints.
10120,I completely hate her! She is so rude to everyone and doesnt take anything into consideration. People who are great at french and spanish will raise their hands all the time and still be treated badly. WE ALL HATE HER!
10240,HE is kind of full of himself. Not real clear on helping out. I don't think he is really the type to be instructing people.
10361,"While it's true that he is what makes the band good, it's also true that he is incredibly rude to anyone that is not a senior. Beware, freshmen, if you join Marching Band. Do not give him any reason to hate you. If you obey his every word and predict what he wants, you'll have an easy year. Other then that, band is really easy to get a high grade in, so........"
10481,I can't stand this class she thinks all we have to do is memorize bible passages like yeah we're going to use this in life. I loved last years religion class n miss it so much
10602,"He tries his best to be tough, but it just doesn't work!!! A word of advice: if you wouldn't get mad at every little thing than 8th would tease you so much"
10722,"I was to afraid of her to even think about learning. She is rude, aloof, and thinks her personal life is more important than giving her students an education."
10843,"bye bye, good riddance. awful teacher and person. he was always mean and nasty because he was bitter he never made it to the big leagues. glad to see him go."
10963,she is a funny lady. she is very quirky and has trouble staying on topic (which is much better than when she does cuz it is way boring) she gives way too much homework though!!!
11084,Mrs madden is not what everyone says she is she has her favorites and if your quite in her class she embarres you not a great teacher
11204,"Ugh. She really is a bad teacher. She treats everyone like we're 10 and barely teaches anything. Plus, her tests are really hard. I'm a freshman, and hopefully I'll get a better teacher next year so that I can pass the Regents."
11325,i don't like this teachers approah because if the bell rings and you are right in the door way you have to go to the tap table and i don't think thats fair!
11445,She us the worst teacher you can ever have! Mt daughter had herder reading lab and she yells at the students WAY too much. She sends them to the office just for talking. Which I think is not right for my child.
11566,"she expects us to think shes the greatest teacher/person you've ever met. she tries to 'council' us & give us a life lesson during her class. if you dont, she feels sad and starts to cry & hate you."
11686,"sherri is the meanest person i have ever met like 1 time i went to her to complain about things going missing from my desk over night and she screams at me ""I HAVE NO CONTROLL OF THAT!!!!"" yea"
11807,i couldn't understand him at first but now i think he is ok...not that bad....ask a lot of questions in class and he'll give a good grade
11927,"She wasn't just strict, yes it's understands that teachers are strict, but she was just plain mean. She doesn't connect with the students and often yells at the smallest things. The work in class was all textbook and not creative at all. It was 42 minutes of pure torture. Once in class, she dropped a Snapple and it shattered all over the floor. She picked up the largest pieces of glass and left the rest. She left tiny shards of glass and drops of Snapple. One of them worst teachers ever."
