,Text
71,When I was in highschool this teacher mocked a straight-A student in a humiliating and innappropriate manner.
143,Very poor attitude with students. Becomes angry easily and singles out students for mistakes. Loves to condescend. Several parents have had meetings with this person and no changes.
215,She mistakes rigor in her judgment of students with quality in her instructional approach. I think she would be happy not to have to work and the resentment shows.
287,"Terrible teacher, does not care about students, would take off points for no apparent reason. Makes assumptions and has very linear mentality."
359,Offer more eye contact; Don't be so stiff; Be more flexible; And be available to students if they need extra help;
431,I have tried to contact this teacher 3 different times and there has been no response. She refuses to communicate and I am a very unhappy parent.
503,No respect for the kids he teaches. If he was to have passion for what he does and treated his students with respect he would get the respect he so dearly desires
575,This teacher is a u know what! She doesnt care about her students and she is a very rude person! She never helps her students & makes them have low selfesteem!
647,"horrible teacher, prefers native speakers over others and commonly accuses non-native speakers of cheating because she doesn't believe in their capability."
719,Ms. Stubbs is a insufficent teacher and is not capable of creating a safe and caring environment for the students she teaches. Please do not get the idea I don't respect her because the state of her
791,takes an immature approach to teaching. suggests that respect between a student and teacher MUST me mutual or else she won't be respectful (role model??)
863,"As a parent I feel that Ms. Alemany should choose another profession. She is inadequate as a teacher, who does not care about her students."
935,I will not allow my child to ever be to placed under the authority of this teacher again! The experience was less than pleasant.
1007,This is the only teacher my child has ever had an issue with in 11 years of schooling. She has zero compassion for students and their personal circumstances. She is unwilling to adjust her approach to a way that child might learn more effectively. My child and I have both reached out to her to try and get my child the extra help to succeed and she refused. This teacher marks assignments as zeros for my child when they are complete & correct because she assumes they aren't before checking.
1079,"This teacher isn't very explanitory, and he isn't my favorite, and he has a little temper, but I can deal with him."
1151,Janet Payne has no tolerance for less than perfect children. She uses harsh words shouted in their ears and belittles infront of the other children. Unless your child is stellar in the classroom bewar
1223,completely unprofessional and talks down to students. I have witnessed her insulting students for not understanding concepts and degrading them. cannot wait to transfer out of her class!
1295,"Very unhelpful, makes students do everything on their own with little support, believes they should do everything themselves."
1367,"very rude, ignorant to students and parents , even those of good students,she has destroyed the intangible spirit at GHS, which is terrible as she was a GHS graduate."
1439,Fred is a knowledgeable teacher but is not helpful or clear in his instructions and meetings.
1511,"Mr. Kattula is unkind and unresourceful. He often misunderstands students. For example, if a child asks his peers for the date, he thinks that the student is distracting the class!"
1583,I am very unhappy with the lack of professionalism here by the faculty nd the things they say. (Especially this one)
1655,"I feel that Joan is very two-faced. She is for the teachers when teachers come to her, but at the same time she's for the parents just as much. I think that St. Agatha would benefit more without her"
