,Text
32,She is a great person. Do not confuse good person with good teacher. They are not the same thing. Teaching not so good.
65,"she does not really teach students, however, she is overall a fine person"
98,doesnt really teach in the beginning but gets better as the year goes on shes a good person just not the best teacher
131,"she really didn't help me or anyone in prob and stat. she's an awesome person, but she couldn't teach."
164,Eh. She is an okay teacher. She sometimes does not teach well though and sometimes grades bad. She sometimes seem not to care at all for most students. :(
197,rl cant teach and thats facts. nice i guess but sarcastic and she rlly tried it.
230,He is a great teacher however he is not that good at teaching students. If you are on his good side then he will respect you.
263,"dumb. doesnt rly understand what shes teaching. makes no sense. should not be a teacher. friendly. nice. but bad teacher. very bad teacher. unlike huang, whos the opposite. not friendly. smart. good."
296,lisa bramble is the one best she is wounderful and she is the best teacher i had at wagner before i move on she is the best she is one of the kind.
329,"Mrs. Hugo has the nicest heart! She is always the nicest person. She's not the best teacher, but she's always smiling!"
362,"Horrible teacher, but good as a person. She's my best friend, but she needs to learn how to grade and teach."
395,God-awful teacher. The only way to make it through IB bio is to get on her good side by following her quarky and whimful instructions. Good luck...
427,Does not teach well what so ever. Overall she is not a good teacher. We've had to retake over 3 things because of HER mistakes. She is just a horrible teacher.
460,"solar flares, solar flares and more solar flares. nice enough if youre on her good side but her classes were far from interesting and all she talked about was solar flares. overall not a great teacher."
493,"Not the nicest teacher in the world. If you are not the teacher's pet, then stay on her good side. When she doesn't like you, she'll make that clear."
526,"she has really bad mood swings and refuses to help us if shes angry. even though shes a nice, shes not a good teacher"
559,Castillo is a really nice person. Not a great teacher. Does not really know the content (or how to teach it to high schoolers).
592,"She's not the brightest person but she seems to have good intentions. Everythings drama, hence why she's the drama teacher."
625,shes a horrible teacher but shes a nice person. she advised me to leave the school cuz i was 2 smart. best thing i ever did.
658,"Person-wise incredibly nice and good.... Teacher- wise bad teacher cuz always lost and has no idea what to do, and very disorganized teaching style"
691,"she is a very nice lady, but she is always hanging around other teachers.... usually males.... *wink* *wink*"
724,he has problems and i don't want to say what kind of problenms But he is a good teachers. A good American guy
757,"She was a very nice teacher........at first, but then she turned into a ....well I can't use that word on here. She had this phony personality and a bad attitude."
790,Mrs.Watson could be an excellent teacher if she would stay on subject...she is a nice person..very caring.
823,let's teach for 5 minutes and then give 41274637 problems. OK AWESOME!!!!!!!! too bad we were friends though.
855,"ugh. she is ridiculous, and way too smart for her own good. she may have done well on the SAT's... but she is a bad teacher."
888,"Would be nice if she taught, learn more from classmates and friends. nevermind the fact that she really doesnt seem with it"
921,"Mrs. K is nice but more like a student than teacher - she's all over the place, disorganized, repeats the same thing over and over, okay I guess but not brilliant."
954,she is sooo funny...and always talks to herself but can get off track sometimes...overall she is a good teacher
987,"She didnt awnser my questions, and my grades fell in response. Not a very good teacher. She is nice, just didn't teach very well."
1020,Mr. Hosbach is an inexperience teacher who is not that good in art. I have had better art teachers in the past.
1053,Great and funny person and wonderful to talk with but I agree with the last person...worst teacher ever...he doesn't teach!
1086,"Fonz wanted to be our friend and our teacher... When she thought it was ""teacher time"" the class would laugh at her. Nice person, but not an effective teacher."
1119,"She's just a terrible teacher. She has an unecesary atitude as well. But for the most part if you're pleasant to her, she isn't too bad. She might be a good french teacher, but for spanish she real"
1152,"If you don't care about learning, he's your fav teacher. If you want a productive year, he isn't the right teacher for you. Nice person, horrible teacher."
1185,"hussmann was a good teacher, i wont take that from him when a teacher starts a debate, and then wont let you tell your side because you oppose, he sucks on clarity and helpfulness"
1218,she is a bad teacher and she doesnt know how to answer questions. she is a nice person but doesnt know how to teach
1250,"ok, mrs.wienspach was definetly a bad teacher. i had no personal problems with her myself, but most students actually would avoid the lady in the hall."
1283,"He's a neat guy, but for the semester I had him before he went to Iraq, I have come to conclude teaching might not be his forte."
1316,You either like him or ya dont....Greek Latin is only worth 5% so if you have a 95 or higher youll still have an a. he only gives finals if you do poorly on CRTs. BAD teacher...GOOD guy.
1349,Mr. Lopez's class is extremely entertaining. However throughout the whole year I may have learned two new things. He is a great person but a horrible teacher.
1382,"Mr.Miller is not that great of a teacher. he picked favorites, and singled many out. There's not much I can say about him."
1415,such a horrible teacher. and trys to hard to be funny. hes just not suited for teaching. but hes a good waterpolo coach
1448,"Well i agree we all shouldn't have treated him in such a way because he is older than us but his teaching was abit unclear =/ However, he's a good hearted man we should have cherished more."
1481,"Good person as a character, but she is a not very good teacher. She doesn't explain very well and goes by very fast."
1514,"umm hes not too good of a teacher, doesnt do what a proper teacher would. lovable guy but should put more effort in his job"
1547,"Not a good teacher or person. She does not teach, she is very mean and ugly to the students. I always wonder why these type of people are even teachers. ???"
1580,Ok oK. Your nice and all but you gotta explain some things betta then the way that you do.Otha wise you would be good.
1613,"She is a very nice teacher. However, I find that each night after algebra 2 with her I have to reteach myself what I had just learned in class by using online lessons. Although she is a nice teacher, she isn't a very good teacher"
1646,i dont like this teacher because she is verry unclear when she explanse thing and doesnt help me out when i need it and she isnt a good teacher at all
1678,"Mrs. Koppel is a very nice lady, she cares about all of her students, but she is not a very good teacher. Everybody in her class cheats, and she is oblivious. Very Very Nice Lady Though!!!"
1711,"he is a teacher who has his favorites. also, he has a few good days and the rest are horrid. its unfortunate that he also has an attitude problem that must be fixed. not a recommended teacher."
1744,ms hahesy is really nice but she is not a good teacher and if she doesnt like you she gives you bad grades...she HATES me
1777,"Theatre teacher.Bad. We don't learn anything. She is a great person but a bad teacher. We need a teacher that can help us grow with acting, she doesn't do this."
1810,uhm well she is overall ok not the best teacher ive ever had but whatever; she can have her moments; and sometimes she can be really nice;her tests are hard&sometimes shes not fair but she can be nice
1843,"Wow, she must've given extra credit for good ratings... Overall, she's a horribly unclear and unhelpful teacher. Nice person, just horrible teacher."
1876,Ms. Visbal is a nice friendly lady but not particular helpful nor competent. I like her as a person and as a friend but she was useless when it comes to my education and personal growth.
1909,"OH MY GOSH DONT GET ME STARTED. she's sweet and nice, but i honestly DONT UNDERSTAND what she says half the time. don't get me wrong, she has good intentions but still..."
1942,this teacher is sort of confusing at times but overall he's good. the great thing about him is that he always has time to help you if u dont understand.
1975,hes the nicest guy in the wohle world hes just not a good teacher we never stay on topic in class....
2008,"She's a nice person. I can give her that much. Luckily, I was good in math so I didn't do too bad in her class."
2041,"a very femenist teacher and forgets things a lot she screwed up my grades and i didnt learn jack,but shes nice."
2073,"Really isn't great at explaining things or helping students. Somedays he is nice, but most days he isn't."
2106,"She has bad ideas and she needs to incorporate more musical advice into her teaching. This isn't a judgement of her personality, she's nice."
2139,"A great guy but i would be nice if he taught a little bit more then tell stories of his childhood. Very tough grader for one who teachs so little. However, I guess it is more important that he is cool then a good teacher."
2172,"Hi Bob! It's true, unfortunately he's not the greatest teacher but he is definitely funny, and worthy of respect"
2205,"He wasnt mean or anything but he wasnt a good teacher. He didnt teach anything, even though hes nice hes not smart!"
2238,Not a good consuler. She is a nice person but when it comes to actually helping someone advance in life she falls way short.
2271,"She's a bit jumbled and all over the place. She. An be a bi of a pushover and assigns a lot of meaningless busy work. She's nice and has good intentions, but I havent learned much at all this year"
2304,"she's a verryy nice person, but a verryy unclear teacher, i understand the material but i dont know what she wants from me...89!!!!!!!!! ahhh!!!"
2337,mr counrtyman isn't really that great of a teacher... he is the reason about 1/2 of my friends have quit band or are planning to once school starts up again.
2370,"Mr. Rice is a teacher with great potential. All he needs is more authority. Otherwise, he's a good teacher, but should help us out more."
2403,"He is not a very good teacher, but he is funny when he yells @ u. Ask 4 mrs.kelley if u get into G&T!!"
2436,"I love her! She is the best gov teacher ever, would definitely recommend her!!!!!"
2469,I didn't understand anything... She can't teach but she's a sweet person in general.
2501,"Not a very nice or friendly teacher. Knows what she is talking about when teaching, but isn't very helpful."
2534,"ok. sure, she's nice to her student council kids. but teachers shouldn't have favorites, right? she's also way too opinionated and stubborn, and her teaching sucks."
2567,he tries teaching but he fails. noone really respects him because he studders and he gets off topic...he's a nice person but not a good teacher. i cant hear him talk during class...its bad when he's c
2600,"He is not a very good teacher, but he is nice. I suggest you switch out if you have him, otherwise you probably won't learn anything."
2633,she is a horrible teacher but in the end after she passed me w/ a pretty good grade i realized she wasn't really THAT bad...
2666,"As a person he can be pretty nice. I mean I feel bad for him, because he just has no clue what he is doing. It's not that he's strict mean or too much hw, he is just a bad teacher"
2699,"Wonderful art teacher, really helped bring out my inner self. Downright hilarious as well. YOU'LL LOVE HIM"
2732,he's really nice but sometimes he takes his jokes too far and sometimes he is inappropriate. but he doesn't really teach anything so it sucks when test time comes.
2765,"i dont ahve her as a teacher, but know her and she does seem fake. a nice person, but doesnt seem 2 know what she's doing somtimes."
2798,Mrs vecchio rocks my socks she is pretty cool and is and awesome teacher and can dance verrrrrrrrry good
2831,She is a good person. But I don't believe she should be teaching middle school. A very smart woman yet goes too fast in class and only really shows power points. She would do better as a college professor
2864,it's true she favors people but if you are nice to her she'll be nice to you also.. she should listen more to her students and help them. not such a good teache
2896,she the worst teacher ever one day she can be kind of nice and then she can be the meanest person ever. She has anger problems!!!!
2929,"he's an overall good guy and nice most of the time, but he has no clue what's he's talking about and should not be teaching our ap class."
2962,poor lady she's a nice person but shes not made out for a teacher! shes horrible at it! and she needs to stop! ms. Fox was alot better!!! plz come back! plz!
2995,"Nice person, but a bad teacher. She goes too fast and doesn't give any time to catch up. Really bad grading system. Like, REALLY. Made me give up on Spanish."
3028,Mrs. Talbot she is very unhelpful. I only learned one thing and it to get on her good side. To do that u must bring her food. Believe me she is a big fan of food.
3061,"horrible teacher, but i am a fast learner so i got an A in her class. You need to read the book cuz she doesn't teach it, BUT she is a nice person"
3094,"Ms. Parkes is a really nice person, but she's not a good teacher. She doesn't explain things well, and she just gets frustrated and tells you the answer and does not explain."
3127,"i was normally really good in math, but once i had her as a teacher, i did horrible. thank God i didn't need to take a regents at the end of the year."
3160,Mrs.DAvis is a wonderful teacher!! she is very sweet and careing. I am glad heritage middle has recieved such a great teacher. We need more!!
3193,she is a good teacher I guess but she gives alot of warnings and in the fire drills she makes sure were the last ones out
3226,She spent the whole year asking other students to answer questions she didn't know. She isn't a good teacher but is a nice person
3259,"i had him few years ago!!! horrible teacher dont learn crap, good luck in his class!!! if ur not his favorite ur screwed!!!"
3292,"Mr. Young is a kind person, but he has some teaching issues. He repeats a lot, even though sometimes it is helpful. When one person misses a day, he explains the whole day before. He goes really fast, and expects a lot... which he shouldn't because we are not the best class. But over all, he is an OK teacher"
3292,"Mr. Young is a kind person, but he has some teaching issues. He repeats a lot, even though sometimes it is helpful. When one person misses a day, he explains the whole day before. He goes really fast, and expects a lot... which he shouldn't because we are not the best class. But over all, he is an OK teacher"
3357,oMg! Ok i can admit our class wasnt the best but he was always gamma and delta are so good alphas great beta you guyz are horrible you are so difficult!
3423,"Only will give good grades/placement to people with the same environmental, democratic, views as her. Not a bad person, but not a good teacher."
3489,"Not a great teacher
Reads from a notebook
Doesn't explain well
Sucks to have her as a teacher
Stresses groupwork for the silliest of reasons"
3555,"not a very good teacher, not helpful, and the class is very boring. its a good thing they got a new teacher this year for the course."
3621,"Okay for incoming 7th graders here is what you need to know
She does pick favorites but get on her good side and make a good impression
Try to raise your hand alot because if you aren't paying attention she will call on you
Try not to ask alot of questions and if you answer them wrong..................
She has good days and bad days try to keep low on her bad days"
3687,"I think you should be a college professor, because you have alot of knowledge but we just don't get it cuz you go way too deep...You're a good teacher though!"
3752,"Mr.L is truly a great man and a great person. I don't get most of his ethics. He likes to blame the class when he teaches poorly. He is really smart, and assumes everybody else is also. Bad teacher."
3818,"he is very mean. i didnt like his class at all! if u have him try to switch out of it, ASAP! if not ... well i guess good luck to ya"
3884,I agree. Miss Keener is a very nice person but doesnt belong teaching high school students. Don't think she'll be a teacher for long.
3950,Run far.... far away. She is nice but VERY strange. She is onesided and opinionated. Any liberals... good luck with her ...
4016,"She picks favorites and holds grudges, she would be a great art teacher if she really understood the gap between teacher and friend."
4082,"Mr. Nitowski is a nice guy but a poor teacher. His heart is sometimes in the right place, but he doesn't really have the skill the material demands. His act qui"
4147,mr mekercher is not a very good teacher i did not learn anything and he had a very bad technique for teaching that made it very dificult
4213,mr.mascaro is a bad teacher... i ahve never failed math before enterign his class... he is obnoxious and he thinks that is the best and is a mean person and he is not a very good t
4279,"really friendly, caring teacher... but expects WAY too much of her students.. CP CLASSES ARE NOT THAT SMART!"
4345,"Very very nice person face to face! Doesnt understand that an honors class isnt ap and makes the class very difficult because she is so disorganized in her teaching style. Over all just not a great teacher, but a great person"
4411,"Worst teacher I've ever had. He's fairly funny but is simply horrible at teaching. I am a genuinely smart, good student but it doesn't matter. I have learned nothing in AP."
4477,"He has a theory: ""Students should teach themselves."" Okay that nice, then whats the point of paying taxes to hired bad teachers like him???? And he's pro Bush.."
4542,if you have this lady as a gym teacher god should be with you because this lady is OUT OF CONTROL...PERIOD I am brutally failing her class when i don't even do anything.Me and my friends just wanna have a good time and she yells at me and gives me random zeros. This lady is a disaster and if you have her i hope you have as more luck than i did with this women  From Vance III
4608,"All she gives is busy work. If you dont do DECA she hates you, and its not fair to the students. Ms. Hepner is a nice person, but a bad teacher."
4674,ahh she dives me nuts she cant teach. Shes a nice lady but she needs to consider retiring. FBA has no good science teachers
4740,"Although she's a very nice lady, but she's an awful teacher. She doesn't and cannot teach. On the bright side, she'll give you a bunch of extra credit to try and even out how confusing she is."
4806,"When I had her, we watched ""The Lion King"" in Spanish. At the end she wanted us to turn it off because it was (and I quote) ""too violent."" Odd, odd person."
4872,"he is a very nice man with a good heart, but he cannot teach worst crap! i have him seventh period and although that is the shortest class time of all it still seems to last longer"
4938,your a great teacher !:))) but i think u should rlly actually try to control your class alittle batter other than that ur great !! thanks if u can even hear me
5003,She is a very nice person but can't teach to save her life. Everyone failed her class and I had to retake Algebra 1. I still think she's great as a person though.
5069,Shes the boringist teacher ever had. She goes over EVERYTHING that we dont even need to and doesnt give enough time for test. Shes not the best teacher.
5135,"nice lady but she can't teach and her class is h a r d. all your friends will be jealous of you for having the 'chill' teacher but you'll be jealous of their gpas.
;)"
5201,The only good thing about him was that he said I'm mature for my age. He's not a good teacher and pretty much just talks about his life.
5267,"Not a good teacher at all...She stands up at the board and lectures, but doesn't explain how to do anything. Very strict and very unhelpful. She is generally a nice person, but her teaching style and how she acts in the classroom isn't that great..."
5333,"She is not a nice teacher, she can snob you if you asks a question and she does not like you. She is into teaching for other reasons than helping the students achieve their goals."
