,Text
17,"In my opinion, Mr. B has a select group of students (in all his classes) who are ""special"" and get ""privileges"". If you're not in that ""special"" group, you're ignored."
35,i think that she plays the favorites game and if you arent part of her circle you dont get the attention that each student deserves.
53,"Too moody, doesn't care about the choir at all. If only she cared more, then we'd be a much better group. Often plays favortites, and doesn't teach much at all."
70,He is a low key drama starter between girls and he only has one student which he adores.
88,"Discrimination, Unless in marching band as a student you mean notheing to this teacher. If you are in other band but not marching band.Not fair"
106,You should really stop playing favorites with the popular preps of BHS. Its not fair to the rest of your students. Your favoritism is so obvious. ZORRO
124,Chooses favorites!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!
141,"I've had bad situlations in the past. She does favorites, and disrespects the ones who's not on the favorite list. I also had friends who had experanced her bullying her students. Not so good...."
159,"Let's just say that she wasn't one of my favorites. It was obvious who her favorites were, and she just kind of put everyone else aside. She's very unclear."
177,He is a very very bad man. He hurt my feelings on several occasions and hurt my friends. He made us do fashion shows for his own pleasure.
195,Makes the student hate music. I think the goal of varsity band at Huron is to make kids quit playing.
212,she was the principal there and when i and a few of my friends were badly bullied we were completely ignored.
230,"If you're not one of her favorites, you will suffer for the rest of the school year"
248,"He is a horrible, bias teacher. He is too obsessed with his own things. He never grades fairly and play favoritism!"
266,"She is a fave picker and doesnt let other students be dancers, or have main parts. we only get 2-3 lines."
283,Choosing favorites and forgetting that other students exist is not a good way to be. Just some friendly constructive criticism if Mrs. Laudin were to read this.
301,"Sorry, I have to fall on the side of ""not good"", unless you are one of her favorites (then I am sure you love her). Shows extreme partiality, and can be very harsh to those who aren't on her chosen l"
319,"i think your policies are totally out of line, i dont think your a good teacher, you are unfair you definatly choose favorites and it shows alot in the way you talk to people."
337,"Not as cruel and unfair as Eberle but jumps at the chance to get you in trouble. Shes nice if you say hi in the hallway, unlike Eberle."
354,"to put it bluntly she is ahorrible teacher with no sense of how bad her orchestra is, she picks bad songs and favorites while forcing the few talented people in the orchestra to switch out."
372,"Mr.Thomas, if you would pay attention and not ignor your students when they are tryin to help maybe the band would sound so bad and the choir would sing better."
390,She's a good dancer. but because she acts like she's 2 everyone quit the play that I was looking foward to! She ruined drama for me.
408,"Plays favorites and to wrapped up in a popularity contests-student counsel, does not give everyone the same attention."
425,"I didn't have her as a teacher, but from what I've heard is that she favors certain students and let's the popular crowd take over the yearbook. She likes things her way."
443,Totally the pits. Doesn't seem to have any direction or plan. You can't do anything with choir ever. If people in a choir could sing they would sing solo. People sing in a choir to cover up bad singing. I took choir because Band Orchestra and Art mean work.
461,Not the band it once was or ever will be. I dont think he can get us ready to play well or even pick good music...and is not understanding! he is a big letdown.
478,ms blauvelt made my life a living hell at porter. she definitely chooses favorites and if your not one of her favorites you are going down ?????
496,Mrs. Littke does not treat everyone with the same fairness. She selects a few pets and spends all her time and attion on them only
514,"Not a bad guy, just a bad teacher. He uses transparencies, and just reads off of them. Not too many opportunities for points(except e.c). All his AP kids love him, but not too many Phys. students do."
532,Mrs. Paris is mean and isn't helpful. all she does is pick a side( part 1 or part 2) then complain about it.
549,"Ms. Null is the ultimate ""favorite player"". If you're one of her favorites you're sure to get a solo regardless of talent. Believe me I've sat through enough of her concerts to know that her favorites are not always that talented. Maybe it's a case of a talentless teacher wanting to help out talentless students."
567,Mr. Karem always had favorite students. It was obvious. He put average students down to promote his favorites. The smart ones learned quickly to worship him to get an A!
585,she does not talk to students. it is obvious that she likes some more than others and grades according to who she likes
603,Mr. Ormond speaks in a monotone voice and has favorites. He isn't very clear on the subject. I love his tootsie rolls though.
620,Mrs Anderson was one of the worst teachers I have ever had. She played very heavy favorites with the really smart people and the people who were in NASA club. Did poorly in class.
638,"Mean and uncaring. Is only nice to students she plays favorites with (jocks), all others she is unfair and cruel to."
656,"I don't like him very much at all. He show's favouritism toward the jocks, cheerleaders, and dancers. He's hard of hearing or maybe he has selective hearing."
674,"Dalia Bach is only good at picking out music for students, other than that she doesn't do much. She forces you to sing styles that you don't like. If you have the chance, pick a different voice coach."
691,Another one of the faculty members that likes to gossip. Has her favorites...play softball and she will love you!
709,"Her favoritism towards certain students definitely shows, and she tends to pick on quiet/shy kids. Sometimes her instructions are vague, and she often gets mad at the class for no exact reason."
727,"uh, he's not fair at all. he loves to play favorites & his mood swings are infuriating. just know this - HE canceled ski bum, NOT US!"
745,She seems very picky and choosy... she doesn't like a lot of people and plays favorites. I don't enjoy her class even though I love playing my instrument...
762,Very discriminating against people who aren't sports players (of his preference). I got a C in his class :(
